Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 27. September 2009;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt.;
Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);
Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;DIE LINKE;FDP;GRÜNE;NPD;MLPD;REP;PIRATEN;Einzelbewerber;
A;59;Ostvorpommern;5926;Usedom-Süd;13059726;Briefwahl Usedom-Süd;1;1;0;876;0,0;1;7;869;121;327;224;96;47;38;x;x;x;16;
P;59;Ostvorpommern;5926;Usedom-Süd;13059726;Briefwahl Usedom-Süd;1;1;0;876;0,0;1;0,8;99,2;13,9;37,6;25,8;11,0;5,4;4,4;x;x;x;1,8;
A;59;Ostvorpommern;5926;Usedom-Süd;13059726;Briefwahl Usedom-Süd;1;1;0;876;0,0;2;8;868;98;323;224;112;58;35;2;0;16;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059726;Briefwahl Usedom-Süd;1;1;0;876;0,0;2;0,9;99,1;11,3;37,2;25,8;12,9;6,7;4,0;0,2;0,0;1,8;x;
A;59;Ostvorpommern;5927;Züssow;13059003;Bandelin;1;1;499;206;41,3;1;5;201;18;80;66;13;8;10;x;x;x;6;
P;59;Ostvorpommern;5927;Züssow;13059003;Bandelin;1;1;499;206;41,3;1;2,4;97,6;9,0;39,8;32,8;6,5;4,0;5,0;x;x;x;3,0;
A;59;Ostvorpommern;5927;Züssow;13059003;Bandelin;1;1;499;206;41,3;2;3;203;18;75;61;21;14;11;1;0;2;x;
P;59;Ostvorpommern;5927;Züssow;13059003;Bandelin;1;1;499;206;41,3;2;1,5;98,5;8,9;36,9;30,0;10,3;6,9;5,4;0,5;0,0;1,0;x;
A;59;Ostvorpommern;5927;Züssow;13059023;Gribow;1;1;139;87;62,6;1;0;87;6;36;29;6;2;5;x;x;x;3;
P;59;Ostvorpommern;5927;Züssow;13059023;Gribow;1;1;139;87;62,6;1;0,0;100,0;6,9;41,4;33,3;6,9;2,3;5,7;x;x;x;3,4;
A;59;Ostvorpommern;5927;Züssow;13059023;Gribow;1;1;139;87;62,6;2;0;87;4;31;31;7;4;5;0;0;5;x;
P;59;Ostvorpommern;5927;Züssow;13059023;Gribow;1;1;139;87;62,6;2;0,0;100,0;4,6;35,6;35,6;8,0;4,6;5,7;0,0;0,0;5,7;x;
A;59;Ostvorpommern;5927;Züssow;13059025;Groß Kiesow;1;1;1161;565;48,7;1;7;558;58;219;162;45;23;37;x;x;x;14;
P;59;Ostvorpommern;5927;Züssow;13059025;Groß Kiesow;1;1;1161;565;48,7;1;1,2;98,8;10,4;39,2;29,0;8,1;4,1;6,6;x;x;x;2,5;
A;59;Ostvorpommern;5927;Züssow;13059025;Groß Kiesow;1;1;1161;565;48,7;2;8;557;53;205;167;62;25;34;0;0;11;x;
P;59;Ostvorpommern;5927;Züssow;13059025;Groß Kiesow;1;1;1161;565;48,7;2;1,4;98,6;9,5;36,8;30,0;11,1;4,5;6,1;0,0;0,0;2,0;x;
A;59;Ostvorpommern;5927;Züssow;13059027;Groß Polzin;1;1;380;178;46,8;1;4;174;23;62;61;11;8;6;x;x;x;3;
P;59;Ostvorpommern;5927;Züssow;13059027;Groß Polzin;1;1;380;178;46,8;1;2,2;97,8;13,2;35,6;35,1;6,3;4,6;3,4;x;x;x;1,7;
A;59;Ostvorpommern;5927;Züssow;13059027;Groß Polzin;1;1;380;178;46,8;2;5;173;22;58;64;9;11;7;0;0;2;x;
P;59;Ostvorpommern;5927;Züssow;13059027;Groß Polzin;1;1;380;178;46,8;2;2,8;97,2;12,7;33,5;37,0;5,2;6,4;4,0;0,0;0,0;1,2;x;
A;59;Ostvorpommern;5927;Züssow;13059028;Gützkow, Stadt;3;3;2312;1014;43,9;1;21;993;103;449;293;74;19;46;x;x;x;9;
P;59;Ostvorpommern;5927;Züssow;13059028;Gützkow, Stadt;3;3;2312;1014;43,9;1;2,1;97,9;10,4;45,2;29,5;7,5;1,9;4,6;x;x;x;0,9;
A;59;Ostvorpommern;5927;Züssow;13059028;Gützkow, Stadt;3;3;2312;1014;43,9;2;18;996;93;424;303;94;21;41;0;3;17;x;
P;59;Ostvorpommern;5927;Züssow;13059028;Gützkow, Stadt;3;3;2312;1014;43,9;2;1,8;98,2;9,3;42,6;30,4;9,4;2,1;4,1;0,0;0,3;1,7;x;
A;59;Ostvorpommern;5927;Züssow;13059037;Karlsburg;1;1;1138;554;48,7;1;21;533;71;192;166;42;18;36;x;x;x;8;
P;59;Ostvorpommern;5927;Züssow;13059037;Karlsburg;1;1;1138;554;48,7;1;3,8;96,2;13,3;36,0;31,1;7,9;3,4;6,8;x;x;x;1,5;
A;59;Ostvorpommern;5927;Züssow;13059037;Karlsburg;1;1;1138;554;48,7;2;12;542;60;183;177;59;19;36;0;0;8;x;
P;59;Ostvorpommern;5927;Züssow;13059037;Karlsburg;1;1;1138;554;48,7;2;2,2;97,8;11,1;33,8;32,7;10,9;3,5;6,6;0,0;0,0;1,5;x;
A;59;Ostvorpommern;5927;Züssow;13059041;Klein Bünzow;1;1;649;313;48,2;1;6;307;34;110;83;32;6;38;x;x;x;4;
P;59;Ostvorpommern;5927;Züssow;13059041;Klein Bünzow;1;1;649;313;48,2;1;1,9;98,1;11,1;35,8;27,0;10,4;2,0;12,4;x;x;x;1,3;
A;59;Ostvorpommern;5927;Züssow;13059041;Klein Bünzow;1;1;649;313;48,2;2;4;309;33;103;80;41;7;41;1;0;3;x;
P;59;Ostvorpommern;5927;Züssow;13059041;Klein Bünzow;1;1;649;313;48,2;2;1,3;98,7;10,7;33,3;25,9;13,3;2,3;13,3;0,3;0,0;1,0;x;
A;59;Ostvorpommern;5927;Züssow;13059042;Kölzin;1;1;261;115;44,1;1;2;113;17;38;33;12;4;6;x;x;x;3;
P;59;Ostvorpommern;5927;Züssow;13059042;Kölzin;1;1;261;115;44,1;1;1,7;98,3;15,0;33,6;29,2;10,6;3,5;5,3;x;x;x;2,7;
A;59;Ostvorpommern;5927;Züssow;13059042;Kölzin;1;1;261;115;44,1;2;2;113;14;39;36;12;6;4;0;0;2;x;
P;59;Ostvorpommern;5927;Züssow;13059042;Kölzin;1;1;261;115;44,1;2;1,7;98,3;12,4;34,5;31,9;10,6;5,3;3,5;0,0;0,0;1,8;x;
A;59;Ostvorpommern;5927;Züssow;13059057;Lühmannsdorf;1;1;596;309;51,8;1;10;299;30;115;95;31;9;12;x;x;x;7;
P;59;Ostvorpommern;5927;Züssow;13059057;Lühmannsdorf;1;1;596;309;51,8;1;3,2;96,8;10,0;38,5;31,8;10,4;3,0;4,0;x;x;x;2,3;
A;59;Ostvorpommern;5927;Züssow;13059057;Lühmannsdorf;1;1;596;309;51,8;2;10;299;37;107;93;41;4;14;0;0;3;x;
P;59;Ostvorpommern;5927;Züssow;13059057;Lühmannsdorf;1;1;596;309;51,8;2;3,2;96,8;12,4;35,8;31,1;13,7;1,3;4,7;0,0;0,0;1,0;x;
A;59;Ostvorpommern;5927;Züssow;13059058;Lüssow;1;1;148;66;44,6;1;1;65;5;17;28;3;1;8;x;x;x;3;
P;59;Ostvorpommern;5927;Züssow;13059058;Lüssow;1;1;148;66;44,6;1;1,5;98,5;7,7;26,2;43,1;4,6;1,5;12,3;x;x;x;4,6;
A;59;Ostvorpommern;5927;Züssow;13059058;Lüssow;1;1;148;66;44,6;2;0;66;5;18;29;3;1;8;1;0;1;x;
P;59;Ostvorpommern;5927;Züssow;13059058;Lüssow;1;1;148;66;44,6;2;0,0;100,0;7,6;27,3;43,9;4,5;1,5;12,1;1,5;0,0;1,5;x;
A;59;Ostvorpommern;5927;Züssow;13059065;Murchin;1;1;743;402;54,1;1;12;390;37;163;126;22;15;25;x;x;x;2;
P;59;Ostvorpommern;5927;Züssow;13059065;Murchin;1;1;743;402;54,1;1;3,0;97,0;9,5;41,8;32,3;5,6;3,8;6,4;x;x;x;0,5;
A;59;Ostvorpommern;5927;Züssow;13059065;Murchin;1;1;743;402;54,1;2;9;393;41;152;126;25;15;22;0;0;12;x;
P;59;Ostvorpommern;5927;Züssow;13059065;Murchin;1;1;743;402;54,1;2;2,2;97,8;10,4;38,7;32,1;6,4;3,8;5,6;0,0;0,0;3,1;x;
A;59;Ostvorpommern;5927;Züssow;13059086;Rubkow;1;1;618;319;51,6;1;12;307;38;121;65;40;7;31;x;x;x;5;
P;59;Ostvorpommern;5927;Züssow;13059086;Rubkow;1;1;618;319;51,6;1;3,8;96,2;12,4;39,4;21,2;13,0;2,3;10,1;x;x;x;1,6;
A;59;Ostvorpommern;5927;Züssow;13059086;Rubkow;1;1;618;319;51,6;2;10;309;32;132;73;34;4;27;1;0;6;x;
P;59;Ostvorpommern;5927;Züssow;13059086;Rubkow;1;1;618;319;51,6;2;3,1;96,9;10,4;42,7;23,6;11,0;1,3;8,7;0,3;0,0;1,9;x;
A;59;Ostvorpommern;5927;Züssow;13059089;Schmatzin;1;1;286;149;52,1;1;2;147;19;58;37;14;4;9;x;x;x;6;
P;59;Ostvorpommern;5927;Züssow;13059089;Schmatzin;1;1;286;149;52,1;1;1,3;98,7;12,9;39,5;25,2;9,5;2,7;6,1;x;x;x;4,1;
A;59;Ostvorpommern;5927;Züssow;13059089;Schmatzin;1;1;286;149;52,1;2;2;147;17;63;35;13;6;9;0;1;3;x;
P;59;Ostvorpommern;5927;Züssow;13059089;Schmatzin;1;1;286;149;52,1;2;1,3;98,7;11,6;42,9;23,8;8,8;4,1;6,1;0,0;0,7;2,0;x;
A;59;Ostvorpommern;5927;Züssow;13059102;Wrangelsburg;1;1;189;106;56,1;1;0;106;14;37;25;14;7;7;x;x;x;2;
P;59;Ostvorpommern;5927;Züssow;13059102;Wrangelsburg;1;1;189;106;56,1;1;0,0;100,0;13,2;34,9;23,6;13,2;6,6;6,6;x;x;x;1,9;
A;59;Ostvorpommern;5927;Züssow;13059102;Wrangelsburg;1;1;189;106;56,1;2;1;105;10;36;25;14;6;11;1;0;2;x;
P;59;Ostvorpommern;5927;Züssow;13059102;Wrangelsburg;1;1;189;106;56,1;2;0,9;99,1;9,5;34,3;23,8;13,3;5,7;10,5;1,0;0,0;1,9;x;
A;59;Ostvorpommern;5927;Züssow;13059106;Ziethen;1;1;449;205;45,7;1;8;197;20;83;44;25;1;23;x;x;x;1;
P;59;Ostvorpommern;5927;Züssow;13059106;Ziethen;1;1;449;205;45,7;1;3,9;96,1;10,2;42,1;22,3;12,7;0,5;11,7;x;x;x;0,5;
A;59;Ostvorpommern;5927;Züssow;13059106;Ziethen;1;1;449;205;45,7;2;8;197;22;77;45;23;5;21;0;3;1;x;
P;59;Ostvorpommern;5927;Züssow;13059106;Ziethen;1;1;449;205;45,7;2;3,9;96,1;11,2;39,1;22,8;11,7;2,5;10,7;0,0;1,5;0,5;x;
A;59;Ostvorpommern;5927;Züssow;13059110;Züssow;2;2;1253;613;48,9;1;21;592;85;241;163;54;18;26;x;x;x;5;
P;59;Ostvorpommern;5927;Züssow;13059110;Züssow;2;2;1253;613;48,9;1;3,4;96,6;14,4;40,7;27,5;9,1;3,0;4,4;x;x;x;0,8;
A;59;Ostvorpommern;5927;Züssow;13059110;Züssow;2;2;1253;613;48,9;2;13;600;78;222;169;73;19;25;3;1;10;x;
P;59;Ostvorpommern;5927;Züssow;13059110;Züssow;2;2;1253;613;48,9;2;2,1;97,9;13,0;37,0;28,2;12,2;3,2;4,2;0,5;0,2;1,7;x;
A;59;Ostvorpommern;5927;Züssow;13059727;Briefwahl Züssow;1;1;0;715;0,0;1;6;709;93;316;160;68;37;18;x;x;x;17;
P;59;Ostvorpommern;5927;Züssow;13059727;Briefwahl Züssow;1;1;0;715;0,0;1;0,8;99,2;13,1;44,6;22,6;9,6;5,2;2,5;x;x;x;2,4;
A;59;Ostvorpommern;5927;Züssow;13059727;Briefwahl Züssow;1;1;0;715;0,0;2;6;709;88;318;165;67;39;17;1;0;14;x;
P;59;Ostvorpommern;5927;Züssow;13059727;Briefwahl Züssow;1;1;0;715;0,0;2;0,8;99,2;12,4;44,9;23,3;9,4;5,5;2,4;0,1;0,0;2,0;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059005;Bargischow;1;1;312;181;58,0;1;6;175;18;71;25;24;5;31;x;x;x;1;
P;59;Ostvorpommern;5928;Anklam-Land;13059005;Bargischow;1;1;312;181;58,0;1;3,3;96,7;10,3;40,6;14,3;13,7;2,9;17,7;x;x;x;0,6;
A;59;Ostvorpommern;5928;Anklam-Land;13059005;Bargischow;1;1;312;181;58,0;2;7;174;27;65;29;18;4;29;0;0;2;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059005;Bargischow;1;1;312;181;58,0;2;3,9;96,1;15,5;37,4;16,7;10,3;2,3;16,7;0,0;0,0;1,1;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059008;Blesewitz;1;1;225;118;52,4;1;2;116;11;28;35;25;1;15;x;x;x;1;
P;59;Ostvorpommern;5928;Anklam-Land;13059008;Blesewitz;1;1;225;118;52,4;1;1,7;98,3;9,5;24,1;30,2;21,6;0,9;12,9;x;x;x;0,9;
A;59;Ostvorpommern;5928;Anklam-Land;13059008;Blesewitz;1;1;225;118;52,4;2;2;116;9;34;35;19;1;14;0;0;4;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059008;Blesewitz;1;1;225;118;52,4;2;1,7;98,3;7,8;29,3;30,2;16,4;0,9;12,1;0,0;0,0;3,4;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059009;Boldekow;1;1;476;238;50,0;1;5;233;28;65;73;35;11;18;x;x;x;3;
P;59;Ostvorpommern;5928;Anklam-Land;13059009;Boldekow;1;1;476;238;50,0;1;2,1;97,9;12,0;27,9;31,3;15,0;4,7;7,7;x;x;x;1,3;
A;59;Ostvorpommern;5928;Anklam-Land;13059009;Boldekow;1;1;476;238;50,0;2;5;233;28;66;73;33;8;19;0;1;5;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059009;Boldekow;1;1;476;238;50,0;2;2,1;97,9;12,0;28,3;31,3;14,2;3,4;8,2;0,0;0,4;2,1;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059013;Bugewitz;1;1;270;142;52,6;1;6;136;22;37;45;9;5;11;x;x;x;7;
P;59;Ostvorpommern;5928;Anklam-Land;13059013;Bugewitz;1;1;270;142;52,6;1;4,2;95,8;16,2;27,2;33,1;6,6;3,7;8,1;x;x;x;5,1;
A;59;Ostvorpommern;5928;Anklam-Land;13059013;Bugewitz;1;1;270;142;52,6;2;6;136;24;35;40;14;10;10;1;0;2;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059013;Bugewitz;1;1;270;142;52,6;2;4,2;95,8;17,6;25,7;29,4;10,3;7,4;7,4;0,7;0,0;1,5;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059015;Butzow;1;1;403;250;62,0;1;2;248;30;109;44;40;10;12;x;x;x;3;
P;59;Ostvorpommern;5928;Anklam-Land;13059015;Butzow;1;1;403;250;62,0;1;0,8;99,2;12,1;44,0;17,7;16,1;4,0;4,8;x;x;x;1,2;
A;59;Ostvorpommern;5928;Anklam-Land;13059015;Butzow;1;1;403;250;62,0;2;3;247;32;116;39;33;8;11;0;1;7;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059015;Butzow;1;1;403;250;62,0;2;1,2;98,8;13,0;47,0;15,8;13,4;3,2;4,5;0,0;0,4;2,8;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059021;Ducherow;4;4;2361;1117;47,3;1;47;1070;134;422;279;91;28;111;x;x;x;5;
P;59;Ostvorpommern;5928;Anklam-Land;13059021;Ducherow;4;4;2361;1117;47,3;1;4,2;95,8;12,5;39,4;26,1;8,5;2,6;10,4;x;x;x;0,5;
A;59;Ostvorpommern;5928;Anklam-Land;13059021;Ducherow;4;4;2361;1117;47,3;2;50;1067;140;435;263;96;19;100;0;2;12;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059021;Ducherow;4;4;2361;1117;47,3;2;4,5;95,5;13,1;40,8;24,6;9,0;1,8;9,4;0,0;0,2;1,1;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059033;Iven;1;1;175;122;69,7;1;4;118;9;66;11;22;2;5;x;x;x;3;
P;59;Ostvorpommern;5928;Anklam-Land;13059033;Iven;1;1;175;122;69,7;1;3,3;96,7;7,6;55,9;9,3;18,6;1,7;4,2;x;x;x;2,5;
A;59;Ostvorpommern;5928;Anklam-Land;13059033;Iven;1;1;175;122;69,7;2;1;121;12;78;12;11;0;3;2;0;3;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059033;Iven;1;1;175;122;69,7;2;0,8;99,2;9,9;64,5;9,9;9,1;0,0;2,5;1,7;0,0;2,5;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059045;Krien;1;1;664;364;54,8;1;13;351;41;121;104;59;6;18;x;x;x;2;
P;59;Ostvorpommern;5928;Anklam-Land;13059045;Krien;1;1;664;364;54,8;1;3,6;96,4;11,7;34,5;29,6;16,8;1,7;5,1;x;x;x;0,6;
A;59;Ostvorpommern;5928;Anklam-Land;13059045;Krien;1;1;664;364;54,8;2;16;348;52;126;99;38;6;18;2;1;6;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059045;Krien;1;1;664;364;54,8;2;4,4;95,6;14,9;36,2;28,4;10,9;1,7;5,2;0,6;0,3;1,7;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059048;Krusenfelde;1;1;154;81;52,6;1;2;79;10;25;26;14;0;4;x;x;x;0;
P;59;Ostvorpommern;5928;Anklam-Land;13059048;Krusenfelde;1;1;154;81;52,6;1;2,5;97,5;12,7;31,6;32,9;17,7;0,0;5,1;x;x;x;0,0;
A;59;Ostvorpommern;5928;Anklam-Land;13059048;Krusenfelde;1;1;154;81;52,6;2;2;79;5;33;24;13;0;4;0;0;0;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059048;Krusenfelde;1;1;154;81;52,6;2;2,5;97,5;6,3;41,8;30,4;16,5;0,0;5,1;0,0;0,0;0,0;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059051;Liepen;1;1;255;125;49,0;1;2;123;15;52;31;11;4;6;x;x;x;4;
P;59;Ostvorpommern;5928;Anklam-Land;13059051;Liepen;1;1;255;125;49,0;1;1,6;98,4;12,2;42,3;25,2;8,9;3,3;4,9;x;x;x;3,3;
A;59;Ostvorpommern;5928;Anklam-Land;13059051;Liepen;1;1;255;125;49,0;2;2;123;14;56;31;10;4;4;1;0;3;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059051;Liepen;1;1;255;125;49,0;2;1,6;98,4;11,4;45,5;25,2;8,1;3,3;3,3;0,8;0,0;2,4;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059060;Medow;2;2;499;275;55,1;1;9;266;31;114;53;33;5;24;x;x;x;6;
P;59;Ostvorpommern;5928;Anklam-Land;13059060;Medow;2;2;499;275;55,1;1;3,3;96,7;11,7;42,9;19,9;12,4;1,9;9,0;x;x;x;2,3;
A;59;Ostvorpommern;5928;Anklam-Land;13059060;Medow;2;2;499;275;55,1;2;7;268;27;113;55;33;8;23;1;2;6;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059060;Medow;2;2;499;275;55,1;2;2,5;97,5;10,1;42,2;20,5;12,3;3,0;8,6;0,4;0,7;2,2;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059066;Neetzow;2;2;498;279;56,0;1;5;274;23;114;75;40;8;13;x;x;x;1;
P;59;Ostvorpommern;5928;Anklam-Land;13059066;Neetzow;2;2;498;279;56,0;1;1,8;98,2;8,4;41,6;27,4;14,6;2,9;4,7;x;x;x;0,4;
A;59;Ostvorpommern;5928;Anklam-Land;13059066;Neetzow;2;2;498;279;56,0;2;5;274;22;118;80;33;6;13;0;1;1;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059066;Neetzow;2;2;498;279;56,0;2;1,8;98,2;8,0;43,1;29,2;12,0;2,2;4,7;0,0;0,4;0,4;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059070;Neu Kosenow;1;1;493;239;48,5;1;6;233;13;102;57;28;1;32;x;x;x;0;
P;59;Ostvorpommern;5928;Anklam-Land;13059070;Neu Kosenow;1;1;493;239;48,5;1;2,5;97,5;5,6;43,8;24,5;12,0;0,4;13,7;x;x;x;0,0;
A;59;Ostvorpommern;5928;Anklam-Land;13059070;Neu Kosenow;1;1;493;239;48,5;2;6;233;17;105;54;22;2;28;2;0;3;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059070;Neu Kosenow;1;1;493;239;48,5;2;2,5;97,5;7,3;45,1;23,2;9,4;0,9;12,0;0,9;0,0;1,3;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059071;Neuendorf A;1;1;128;94;73,4;1;2;92;15;34;17;8;4;12;x;x;x;2;
P;59;Ostvorpommern;5928;Anklam-Land;13059071;Neuendorf A;1;1;128;94;73,4;1;2,1;97,9;16,3;37,0;18,5;8,7;4,3;13,0;x;x;x;2,2;
A;59;Ostvorpommern;5928;Anklam-Land;13059071;Neuendorf A;1;1;128;94;73,4;2;1;93;8;35;20;10;5;10;0;1;4;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059071;Neuendorf A;1;1;128;94;73,4;2;1,1;98,9;8,6;37,6;21,5;10,8;5,4;10,8;0,0;1,1;4,3;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059072;Neuendorf B;1;1;146;78;53,4;1;4;74;14;29;19;1;5;6;x;x;x;0;
P;59;Ostvorpommern;5928;Anklam-Land;13059072;Neuendorf B;1;1;146;78;53,4;1;5,1;94,9;18,9;39,2;25,7;1,4;6,8;8,1;x;x;x;0,0;
A;59;Ostvorpommern;5928;Anklam-Land;13059072;Neuendorf B;1;1;146;78;53,4;2;2;76;14;32;20;1;2;5;0;1;1;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059072;Neuendorf B;1;1;146;78;53,4;2;2,6;97,4;18,4;42,1;26,3;1,3;2,6;6,6;0,0;1,3;1,3;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059073;Neuenkirchen;1;1;245;126;51,4;1;7;119;7;39;27;16;2;23;x;x;x;5;
P;59;Ostvorpommern;5928;Anklam-Land;13059073;Neuenkirchen;1;1;245;126;51,4;1;5,6;94,4;5,9;32,8;22,7;13,4;1,7;19,3;x;x;x;4,2;
A;59;Ostvorpommern;5928;Anklam-Land;13059073;Neuenkirchen;1;1;245;126;51,4;2;7;119;8;42;26;14;5;19;0;1;4;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059073;Neuenkirchen;1;1;245;126;51,4;2;5,6;94,4;6,7;35,3;21,8;11,8;4,2;16,0;0,0;0,8;3,4;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059076;Pelsin;1;1;252;151;59,9;1;2;149;15;65;33;17;6;9;x;x;x;4;
P;59;Ostvorpommern;5928;Anklam-Land;13059076;Pelsin;1;1;252;151;59,9;1;1,3;98,7;10,1;43,6;22,1;11,4;4,0;6,0;x;x;x;2,7;
A;59;Ostvorpommern;5928;Anklam-Land;13059076;Pelsin;1;1;252;151;59,9;2;1;150;12;62;33;19;10;6;0;0;8;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059076;Pelsin;1;1;252;151;59,9;2;0,7;99,3;8,0;41,3;22,0;12,7;6,7;4,0;0,0;0,0;5,3;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059077;Postlow;1;1;306;123;40,2;1;1;122;10;32;26;24;2;28;x;x;x;0;
P;59;Ostvorpommern;5928;Anklam-Land;13059077;Postlow;1;1;306;123;40,2;1;0,8;99,2;8,2;26,2;21,3;19,7;1,6;23,0;x;x;x;0,0;
A;59;Ostvorpommern;5928;Anklam-Land;13059077;Postlow;1;1;306;123;40,2;2;1;122;10;34;26;26;2;24;0;0;0;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059077;Postlow;1;1;306;123;40,2;2;0,8;99,2;8,2;27,9;21,3;21,3;1,6;19,7;0,0;0,0;0,0;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059080;Putzar;1;1;180;110;61,1;1;1;109;20;42;27;16;3;1;x;x;x;0;
P;59;Ostvorpommern;5928;Anklam-Land;13059080;Putzar;1;1;180;110;61,1;1;0,9;99,1;18,3;38,5;24,8;14,7;2,8;0,9;x;x;x;0,0;
A;59;Ostvorpommern;5928;Anklam-Land;13059080;Putzar;1;1;180;110;61,1;2;2;108;17;40;30;12;3;2;0;0;4;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059080;Putzar;1;1;180;110;61,1;2;1,8;98,2;15,7;37,0;27,8;11,1;2,8;1,9;0,0;0,0;3,7;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059084;Rossin;1;1;134;77;57,5;1;2;75;13;24;24;10;3;1;x;x;x;0;
P;59;Ostvorpommern;5928;Anklam-Land;13059084;Rossin;1;1;134;77;57,5;1;2,6;97,4;17,3;32,0;32,0;13,3;4,0;1,3;x;x;x;0,0;
A;59;Ostvorpommern;5928;Anklam-Land;13059084;Rossin;1;1;134;77;57,5;2;0;77;14;25;22;10;4;1;0;0;1;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059084;Rossin;1;1;134;77;57,5;2;0,0;100,0;18,2;32,5;28,6;13,0;5,2;1,3;0,0;0,0;1,3;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059087;Sarnow;1;1;383;201;52,5;1;8;193;23;76;45;34;4;10;x;x;x;1;
P;59;Ostvorpommern;5928;Anklam-Land;13059087;Sarnow;1;1;383;201;52,5;1;4,0;96,0;11,9;39,4;23,3;17,6;2,1;5,2;x;x;x;0,5;
A;59;Ostvorpommern;5928;Anklam-Land;13059087;Sarnow;1;1;383;201;52,5;2;12;189;25;74;44;23;7;12;2;1;1;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059087;Sarnow;1;1;383;201;52,5;2;6,0;94,0;13,2;39,2;23,3;12,2;3,7;6,3;1,1;0,5;0,5;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059091;Spantekow;3;3;990;512;51,7;1;8;504;41;176;110;149;5;21;x;x;x;2;
P;59;Ostvorpommern;5928;Anklam-Land;13059091;Spantekow;3;3;990;512;51,7;1;1,6;98,4;8,1;34,9;21,8;29,6;1,0;4,2;x;x;x;0,4;
A;59;Ostvorpommern;5928;Anklam-Land;13059091;Spantekow;3;3;990;512;51,7;2;9;503;51;226;119;64;11;19;1;1;11;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059091;Spantekow;3;3;990;512;51,7;2;1,8;98,2;10,1;44,9;23,7;12,7;2,2;3,8;0,2;0,2;2,2;x;
A;59;Ostvorpommern;5928;Anklam-Land;13059093;Stolpe;1;1;314;170;54,1;1;5;165;14;64;44;28;7;4;x;x;x;4;
P;59;Ostvorpommern;5928;Anklam-Land;13059093;Stolpe;1;1;314;170;54,1;1;2,9;97,1;8,5;38,8;26,7;17,0;4,2;2,4;x;x;x;2,4;
A;59;Ostvorpommern;5928;Anklam-Land;13059093;Stolpe;1;1;314;170;54,1;2;6;164;12;67;42;22;10;5;1;0;5;x;
P;59;Ostvorpommern;5928;Anklam-Land;13059093;Stolpe;1;1;314;170;54,1;2;3,5;96,5;7,3;40,9;25,6;13,4;6,1;3,0;0,6;0,0;3,0;x;
