Wahl zum Deutschen Bundestag in Mecklenburg-Vorpommern am 24. September 2017
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Beispiel: 13071751 - Briefwahlergebnis der Gemeinden des Amtes Demmin-Land (Amt 5151)
(c) Die Landeswahlleiterin Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;CDU;DIE LINKE;SPD;AfD;GRÜNE;NPD;FDP;FREIE  WÄHLER;MLPD;BGE;ÖDP;Die PARTEI;Tierschutzpartei;Einzelbewerber
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072016;Boddin;1;1;253;149;58,9;2;2;147;53;22;29;25;1;6;7;1;0;0;0;0;3;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072016;Boddin;1;1;253;149;58,9;2;1,3;98,7;36,1;15,0;19,7;17,0;0,7;4,1;4,8;0,7;0,0;0,0;0,0;0,0;2,0;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072031;Finkenthal;1;1;220;112;50,9;1;0;112;60;7;21;14;2;1;6;1;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072031;Finkenthal;1;1;220;112;50,9;1;0,0;100,0;53,6;6,3;18,8;12,5;1,8;0,9;5,4;0,9;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072031;Finkenthal;1;1;220;112;50,9;2;0;112;52;10;21;17;2;0;9;0;0;0;0;0;1;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072031;Finkenthal;1;1;220;112;50,9;2;0,0;100,0;46,4;8,9;18,8;15,2;1,8;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,9;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072035;Gnoien, Stadt;5;5;2472;1267;51,3;1;16;1251;555;173;167;259;17;16;39;24;1;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072035;Gnoien, Stadt;5;5;2472;1267;51,3;1;1,3;98,7;44,4;13,8;13,3;20,7;1,4;1,3;3,1;1,9;0,1;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072035;Gnoien, Stadt;5;5;2472;1267;51,3;2;20;1247;513;163;162;282;17;21;55;18;1;1;1;2;11;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072035;Gnoien, Stadt;5;5;2472;1267;51,3;2;1,6;98,4;41,1;13,1;13,0;22,6;1,4;1,7;4,4;1,4;0,1;0,1;0,1;0,2;0,9;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072068;Lühburg;1;1;189;107;56,6;1;2;105;50;12;15;16;2;0;4;6;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072068;Lühburg;1;1;189;107;56,6;1;1,9;98,1;47,6;11,4;14,3;15,2;1,9;0,0;3,8;5,7;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072068;Lühburg;1;1;189;107;56,6;2;2;105;49;14;14;18;0;0;5;4;0;1;0;0;0;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072068;Lühburg;1;1;189;107;56,6;2;1,9;98,1;46,7;13,3;13,3;17,1;0,0;0,0;4,8;3,8;0,0;1,0;0,0;0,0;0,0;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072111;Walkendorf;1;1;339;197;58,1;1;4;193;98;27;25;25;5;3;7;3;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072111;Walkendorf;1;1;339;197;58,1;1;2,0;98,0;50,8;14,0;13,0;13,0;2,6;1,6;3,6;1,6;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072111;Walkendorf;1;1;339;197;58,1;2;3;194;94;24;19;27;4;3;13;4;0;0;0;2;4;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072111;Walkendorf;1;1;339;197;58,1;2;1,5;98,5;48,5;12,4;9,8;13,9;2,1;1,5;6,7;2,1;0,0;0,0;0,0;1,0;2,1;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072754;Briefwahl Gnoien;1;1;0;683;x;1;9;674;310;104;85;87;31;4;29;22;2;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072754;Briefwahl Gnoien;1;1;0;683;x;1;1,3;98,7;46,0;15,4;12,6;12,9;4,6;0,6;4,3;3,3;0,3;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5254;Gnoien;13072754;Briefwahl Gnoien;1;1;0;683;x;2;8;675;282;103;66;101;28;7;41;17;1;6;0;9;14;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5254;Gnoien;13072754;Briefwahl Gnoien;1;1;0;683;x;2;1,2;98,8;41,8;15,3;9,8;15,0;4,1;1,0;6,1;2,5;0,1;0,9;0,0;1,3;2,1;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072033;Glasewitz;1;1;354;163;46,0;1;2;161;58;25;30;30;4;1;7;5;1;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072033;Glasewitz;1;1;354;163;46,0;1;1,2;98,8;36,0;15,5;18,6;18,6;2,5;0,6;4,3;3,1;0,6;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072033;Glasewitz;1;1;354;163;46,0;2;3;160;58;24;25;32;3;4;5;2;1;1;1;3;1;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072033;Glasewitz;1;1;354;163;46,0;2;1,8;98,2;36,3;15,0;15,6;20,0;1,9;2,5;3,1;1,3;0,6;0,6;0,6;1,9;0,6;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072039;Groß Schwiesow;1;1;249;152;61,0;1;2;150;53;16;36;25;8;0;9;3;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072039;Groß Schwiesow;1;1;249;152;61,0;1;1,3;98,7;35,3;10,7;24,0;16,7;5,3;0,0;6,0;2,0;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072039;Groß Schwiesow;1;1;249;152;61,0;2;1;151;52;20;32;21;8;0;14;3;0;0;0;0;1;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072039;Groß Schwiesow;1;1;249;152;61,0;2;0,7;99,3;34,4;13,2;21,2;13,9;5,3;0,0;9,3;2,0;0,0;0,0;0,0;0,0;0,7;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072042;Gülzow-Prüzen;2;2;1341;709;52,9;1;7;702;271;111;98;136;20;8;44;9;5;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072042;Gülzow-Prüzen;2;2;1341;709;52,9;1;1,0;99,0;38,6;15,8;14,0;19,4;2,8;1,1;6,3;1,3;0,7;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072042;Gülzow-Prüzen;2;2;1341;709;52,9;2;10;699;255;113;92;142;18;6;46;8;3;0;0;8;8;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072042;Gülzow-Prüzen;2;2;1341;709;52,9;2;1,4;98,6;36,5;16,2;13,2;20,3;2,6;0,9;6,6;1,1;0,4;0,0;0,0;1,1;1,1;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072044;Gutow;2;2;834;527;63,2;1;6;521;204;86;84;99;14;5;26;2;1;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072044;Gutow;2;2;834;527;63,2;1;1,1;98,9;39,2;16,5;16,1;19,0;2,7;1,0;5,0;0,4;0,2;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072044;Gutow;2;2;834;527;63,2;2;4;523;195;76;83;100;26;4;22;2;1;2;0;3;9;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072044;Gutow;2;2;834;527;63,2;2;0,8;99,2;37,3;14,5;15,9;19,1;5,0;0,8;4,2;0,4;0,2;0,4;0,0;0,6;1,7;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072055;Klein Upahl;1;1;216;148;68,5;1;2;146;57;34;19;26;5;1;1;3;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072055;Klein Upahl;1;1;216;148;68,5;1;1,4;98,6;39,0;23,3;13,0;17,8;3,4;0,7;0,7;2,1;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072055;Klein Upahl;1;1;216;148;68,5;2;2;146;48;27;17;29;11;1;6;2;0;0;0;3;2;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072055;Klein Upahl;1;1;216;148;68,5;2;1,4;98,6;32,9;18,5;11,6;19,9;7,5;0,7;4,1;1,4;0,0;0,0;0,0;2,1;1,4;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072061;Kuhs;1;1;274;162;59,1;1;3;159;50;28;41;28;3;2;6;1;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072061;Kuhs;1;1;274;162;59,1;1;1,9;98,1;31,4;17,6;25,8;17,6;1,9;1,3;3,8;0,6;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072061;Kuhs;1;1;274;162;59,1;2;3;159;42;31;34;29;3;1;9;1;0;3;0;3;3;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072061;Kuhs;1;1;274;162;59,1;2;1,9;98,1;26,4;19,5;21,4;18,2;1,9;0,6;5,7;0,6;0,0;1,9;0,0;1,9;1,9;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072067;Lohmen;1;1;618;354;57,3;1;2;352;135;60;59;64;16;1;10;7;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072067;Lohmen;1;1;618;354;57,3;1;0,6;99,4;38,4;17,0;16,8;18,2;4,5;0,3;2,8;2,0;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072067;Lohmen;1;1;618;354;57,3;2;1;353;129;54;62;71;13;1;17;0;0;0;0;4;2;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072067;Lohmen;1;1;618;354;57,3;2;0,3;99,7;36,5;15,3;17,6;20,1;3,7;0,3;4,8;0,0;0,0;0,0;0,0;1,1;0,6;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072069;Lüssow;1;1;767;465;60,6;1;6;459;156;74;61;102;11;7;42;5;1;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072069;Lüssow;1;1;767;465;60,6;1;1,3;98,7;34,0;16,1;13,3;22,2;2,4;1,5;9,2;1,1;0,2;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072069;Lüssow;1;1;767;465;60,6;2;6;459;164;72;55;112;9;8;28;1;1;1;0;0;8;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072069;Lüssow;1;1;767;465;60,6;2;1,3;98,7;35,7;15,7;12,0;24,4;2,0;1,7;6,1;0,2;0,2;0,2;0,0;0,0;1,7;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072071;Mistorf;1;1;544;326;59,9;1;4;322;114;54;54;47;14;3;28;6;2;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072071;Mistorf;1;1;544;326;59,9;1;1,2;98,8;35,4;16,8;16,8;14,6;4,3;0,9;8,7;1,9;0,6;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072071;Mistorf;1;1;544;326;59,9;2;2;324;103;52;53;56;16;2;23;5;2;1;0;5;6;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072071;Mistorf;1;1;544;326;59,9;2;0,6;99,4;31,8;16,0;16,4;17,3;4,9;0,6;7,1;1,5;0,6;0,3;0,0;1,5;1,9;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072073;Mühl Rosin;1;1;887;544;61,3;1;8;536;216;73;80;90;23;3;47;4;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072073;Mühl Rosin;1;1;887;544;61,3;1;1,5;98,5;40,3;13,6;14,9;16,8;4,3;0,6;8,8;0,7;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072073;Mühl Rosin;1;1;887;544;61,3;2;7;537;199;64;77;96;32;4;49;4;1;0;1;4;6;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072073;Mühl Rosin;1;1;887;544;61,3;2;1,3;98,7;37,1;11,9;14,3;17,9;6,0;0,7;9,1;0,7;0,2;0,0;0,2;0,7;1,1;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072079;Plaaz;1;1;657;325;49,5;1;2;323;132;53;43;60;5;5;19;6;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072079;Plaaz;1;1;657;325;49,5;1;0,6;99,4;40,9;16,4;13,3;18,6;1,5;1,5;5,9;1,9;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072079;Plaaz;1;1;657;325;49,5;2;3;322;129;46;42;67;5;3;18;3;1;0;1;3;4;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072079;Plaaz;1;1;657;325;49,5;2;0,9;99,1;40,1;14,3;13,0;20,8;1,6;0,9;5,6;0,9;0,3;0,0;0,3;0,9;1,2;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072084;Reimershagen;1;1;314;163;51,9;1;2;161;58;33;22;30;9;1;5;3;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072084;Reimershagen;1;1;314;163;51,9;1;1,2;98,8;36,0;20,5;13,7;18,6;5,6;0,6;3,1;1,9;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072084;Reimershagen;1;1;314;163;51,9;2;2;161;59;26;27;31;8;0;6;3;0;0;0;0;1;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072084;Reimershagen;1;1;314;163;51,9;2;1,2;98,8;36,6;16,1;16,8;19,3;5,0;0,0;3,7;1,9;0,0;0,0;0,0;0,0;0,6;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072092;Sarmstorf;1;1;415;250;60,2;1;0;250;99;40;47;45;6;0;10;2;1;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072092;Sarmstorf;1;1;415;250;60,2;1;0,0;100,0;39,6;16,0;18,8;18,0;2,4;0,0;4,0;0,8;0,4;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072092;Sarmstorf;1;1;415;250;60,2;2;1;249;93;35;45;52;4;3;11;4;1;0;0;0;1;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072092;Sarmstorf;1;1;415;250;60,2;2;0,4;99,6;37,3;14,1;18,1;20,9;1,6;1,2;4,4;1,6;0,4;0,0;0,0;0,0;0,4;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072119;Zehna;1;1;519;306;59,0;1;2;304;111;38;54;65;10;2;17;7;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072119;Zehna;1;1;519;306;59,0;1;0,7;99,3;36,5;12,5;17,8;21,4;3,3;0,7;5,6;2,3;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072119;Zehna;1;1;519;306;59,0;2;1;305;111;30;54;66;6;2;18;3;1;0;1;3;10;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072119;Zehna;1;1;519;306;59,0;2;0,3;99,7;36,4;9,8;17,7;21,6;2,0;0,7;5,9;1,0;0,3;0,0;0,3;1,0;3,3;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072755;Briefwahl Güstrow-Land;1;1;0;1128;x;1;7;1121;437;225;135;127;65;10;103;17;2;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072755;Briefwahl Güstrow-Land;1;1;0;1128;x;1;0,6;99,4;39,0;20,1;12,0;11,3;5,8;0,9;9,2;1,5;0,2;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5255;Güstrow-Land;13072755;Briefwahl Güstrow-Land;1;1;0;1128;x;2;6;1122;419;202;153;133;62;11;98;11;0;7;4;6;16;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5255;Güstrow-Land;13072755;Briefwahl Güstrow-Land;1;1;0;1128;x;2;0,5;99,5;37,3;18,0;13,6;11,9;5,5;1,0;8,7;1,0;0,0;0,6;0,4;0,5;1,4;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072026;Dobbin-Linstow;1;1;429;220;51,3;1;8;212;68;26;35;54;7;7;11;4;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072026;Dobbin-Linstow;1;1;429;220;51,3;1;3,6;96,4;32,1;12,3;16,5;25,5;3,3;3,3;5,2;1,9;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072026;Dobbin-Linstow;1;1;429;220;51,3;2;6;214;58;32;34;55;8;5;13;2;0;0;0;1;6;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072026;Dobbin-Linstow;1;1;429;220;51,3;2;2,7;97,3;27,1;15,0;15,9;25,7;3,7;2,3;6,1;0,9;0,0;0,0;0,0;0,5;2,8;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072048;Hoppenrade;1;1;543;304;56,0;1;1;303;91;51;30;86;14;3;22;4;2;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072048;Hoppenrade;1;1;543;304;56,0;1;0,3;99,7;30,0;16,8;9,9;28,4;4,6;1,0;7,3;1,3;0,7;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072048;Hoppenrade;1;1;543;304;56,0;2;2;302;86;45;29;86;9;9;23;5;1;1;0;2;6;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072048;Hoppenrade;1;1;543;304;56,0;2;0,7;99,3;28,5;14,9;9,6;28,5;3,0;3,0;7,6;1,7;0,3;0,3;0,0;0,7;2,0;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072056;Krakow am See, Stadt;3;3;2984;1484;49,7;1;8;1476;511;304;277;235;41;18;71;13;6;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072056;Krakow am See, Stadt;3;3;2984;1484;49,7;1;0,5;99,5;34,6;20,6;18,8;15,9;2,8;1,2;4,8;0,9;0,4;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072056;Krakow am See, Stadt;3;3;2984;1484;49,7;2;9;1475;473;303;257;246;45;19;89;10;4;0;0;14;15;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072056;Krakow am See, Stadt;3;3;2984;1484;49,7;2;0,6;99,4;32,1;20,5;17,4;16,7;3,1;1,3;6,0;0,7;0,3;0,0;0,0;0,9;1,0;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072059;Kuchelmiß;1;1;610;346;56,7;1;4;342;129;42;61;75;6;12;8;8;1;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072059;Kuchelmiß;1;1;610;346;56,7;1;1,2;98,8;37,7;12,3;17,8;21,9;1,8;3,5;2,3;2,3;0,3;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072059;Kuchelmiß;1;1;610;346;56,7;2;6;340;103;49;60;73;12;17;15;2;0;0;2;3;4;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072059;Kuchelmiß;1;1;610;346;56,7;2;1,7;98,3;30,3;14,4;17,6;21,5;3,5;5,0;4,4;0,6;0,0;0,0;0,6;0,9;1,2;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072063;Lalendorf;3;3;2869;1558;54,3;1;18;1540;580;216;248;365;33;18;59;15;6;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072063;Lalendorf;3;3;2869;1558;54,3;1;1,2;98,8;37,7;14,0;16,1;23,7;2,1;1,2;3,8;1,0;0,4;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072063;Lalendorf;3;3;2869;1558;54,3;2;20;1538;546;202;230;381;41;22;70;12;3;3;3;8;17;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072063;Lalendorf;3;3;2869;1558;54,3;2;1,3;98,7;35,5;13,1;15,0;24,8;2,7;1,4;4,6;0,8;0,2;0,2;0,2;0,5;1,1;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072756;Briefwahl Krakow am See;1;1;0;1209;x;1;7;1202;473;229;198;156;47;10;62;19;8;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072756;Briefwahl Krakow am See;1;1;0;1209;x;1;0,6;99,4;39,4;19,1;16,5;13,0;3,9;0,8;5,2;1,6;0,7;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5256;Krakow am See;13072756;Briefwahl Krakow am See;1;1;0;1209;x;2;9;1200;449;224;183;159;50;10;77;9;5;10;2;11;11;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5256;Krakow am See;13072756;Briefwahl Krakow am See;1;1;0;1209;x;2;0,7;99,3;37,4;18,7;15,3;13,3;4,2;0,8;6,4;0,8;0,4;0,8;0,2;0,9;0,9;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5257;Laage;13072025;Diekhof;1;1;743;411;55,3;1;6;405;155;51;56;96;8;9;20;7;3;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5257;Laage;13072025;Diekhof;1;1;743;411;55,3;1;1,5;98,5;38,3;12,6;13,8;23,7;2,0;2,2;4,9;1,7;0,7;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5257;Laage;13072025;Diekhof;1;1;743;411;55,3;2;9;402;139;44;66;103;4;7;25;5;1;2;1;1;4;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5257;Laage;13072025;Diekhof;1;1;743;411;55,3;2;2,2;97,8;34,6;10,9;16,4;25,6;1,0;1,7;6,2;1,2;0,2;0,5;0,2;0,2;1,0;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5257;Laage;13072027;Dolgen am See;2;2;529;335;63,3;1;7;328;118;49;53;71;13;3;15;5;1;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5257;Laage;13072027;Dolgen am See;2;2;529;335;63,3;1;2,1;97,9;36,0;14,9;16,2;21,6;4,0;0,9;4,6;1,5;0,3;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5257;Laage;13072027;Dolgen am See;2;2;529;335;63,3;2;7;328;109;60;43;76;6;2;20;2;1;1;0;4;4;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5257;Laage;13072027;Dolgen am See;2;2;529;335;63,3;2;2,1;97,9;33,2;18,3;13,1;23,2;1,8;0,6;6,1;0,6;0,3;0,3;0,0;1,2;1,2;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5257;Laage;13072046;Hohen Sprenz;1;1;413;231;55,9;1;1;230;83;37;32;62;3;2;7;4;0;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5257;Laage;13072046;Hohen Sprenz;1;1;413;231;55,9;1;0,4;99,6;36,1;16,1;13,9;27,0;1,3;0,9;3,0;1,7;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5257;Laage;13072046;Hohen Sprenz;1;1;413;231;55,9;2;1;230;83;37;29;59;6;1;10;0;0;0;0;3;2;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5257;Laage;13072046;Hohen Sprenz;1;1;413;231;55,9;2;0,4;99,6;36,1;16,1;12,6;25,7;2,6;0,4;4,3;0,0;0,0;0,0;0,0;1,3;0,9;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5257;Laage;13072062;Laage, Stadt;7;7;4505;2545;56,5;1;39;2506;1086;325;374;444;75;18;139;38;7;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5257;Laage;13072062;Laage, Stadt;7;7;4505;2545;56,5;1;1,5;98,5;43,3;13,0;14,9;17,7;3,0;0,7;5,5;1,5;0,3;x;x;x;x;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5257;Laage;13072062;Laage, Stadt;7;7;4505;2545;56,5;2;45;2500;995;313;387;459;77;28;166;28;3;6;1;21;16;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5257;Laage;13072062;Laage, Stadt;7;7;4505;2545;56,5;2;1,8;98,2;39,8;12,5;15,5;18,4;3,1;1,1;6,6;1,1;0,1;0,2;0,0;0,8;0,6;x
29.09.2017 09:37:23;A;72;Landkreis Rostock;5257;Laage;13072112;Wardow;2;2;1064;580;54,5;1;6;574;244;60;79;119;28;4;24;13;3;x;x;x;x;x
29.09.2017 09:37:23;P;72;Landkreis Rostock;5257;Laage;13072112;Wardow;2;2;1064;580;54,5;1;1,0;99,0;42,5;10,5;13,8;20,7;4,9;0,7;4,2;2,3;0,5;x;x;x;x;x
