Wahl zum Deutschen Bundestag in Mecklenburg-Vorpommern am 24. September 2017
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Beispiel: 13071751 - Briefwahlergebnis der Gemeinden des Amtes Demmin-Land (Amt 5151)
(c) Die Landeswahlleiterin Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;CDU;DIE LINKE;SPD;AfD;GRÜNE;NPD;FDP;FREIE  WÄHLER;MLPD;BGE;ÖDP;Die PARTEI;Tierschutzpartei;Einzelbewerber
29.09.2017 09:37:23;A;3;Rostock;1;Rostock, Hansestadt;13003000;Hansestadt Rostock;162;162;168771;121903;72,2;1;1334;120569;32564;31962;22656;16717;6900;x;5267;1014;316;x;473;2700;x;x
29.09.2017 09:37:23;P;3;Rostock;1;Rostock, Hansestadt;13003000;Hansestadt Rostock;162;162;168771;121903;72,2;1;1,1;98,9;27,0;26,5;18,8;13,9;5,7;x;4,4;0,8;0,3;x;0,4;2,2;x;x
29.09.2017 09:37:23;A;3;Rostock;1;Rostock, Hansestadt;13003000;Hansestadt Rostock;162;162;168771;121903;72,2;2;1281;120622;34313;26688;19805;17701;8434;657;7662;687;246;458;287;2217;1467;x
29.09.2017 09:37:23;P;3;Rostock;1;Rostock, Hansestadt;13003000;Hansestadt Rostock;162;162;168771;121903;72,2;2;1,1;98,9;28,4;22,1;16,4;14,7;7,0;0,5;6,4;0,6;0,2;0,4;0,2;1,8;1,2;x
29.09.2017 09:37:23;A;4;Schwerin;2;Schwerin, Landeshauptstadt;13004000;Landeshauptstadt Schwerin;71;71;76665;55594;72,5;1;706;54888;15602;11067;12243;8144;2493;349;2707;1804;176;x;x;x;x;303
29.09.2017 09:37:23;P;4;Schwerin;2;Schwerin, Landeshauptstadt;13004000;Landeshauptstadt Schwerin;71;71;76665;55594;72,5;1;1,3;98,7;28,4;20,2;22,3;14,8;4,5;0,6;4,9;3,3;0,3;x;x;x;x;0,6
29.09.2017 09:37:23;A;4;Schwerin;2;Schwerin, Landeshauptstadt;13004000;Landeshauptstadt Schwerin;71;71;76665;55594;72,5;2;551;55043;16551;10491;10217;8594;2934;368;3650;694;92;155;52;691;554;x
29.09.2017 09:37:23;P;4;Schwerin;2;Schwerin, Landeshauptstadt;13004000;Landeshauptstadt Schwerin;71;71;76665;55594;72,5;2;1,0;99,0;30,1;19,1;18,6;15,6;5,3;0,7;6,6;1,3;0,2;0,3;0,1;1,3;1,0;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;101;Neubrandenburg, Stadt;13071107;Neubrandenburg, Stadt;50;50;52708;36948;70,1;1;482;36466;10095;9672;5614;6827;1181;279;1867;426;x;x;x;505;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;101;Neubrandenburg, Stadt;13071107;Neubrandenburg, Stadt;50;50;52708;36948;70,1;1;1,3;98,7;27,7;26,5;15,4;18,7;3,2;0,8;5,1;1,2;x;x;x;1,4;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;101;Neubrandenburg, Stadt;13071107;Neubrandenburg, Stadt;50;50;52708;36948;70,1;2;416;36532;11238;8350;5141;6767;1279;333;2003;218;48;132;54;491;478;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;101;Neubrandenburg, Stadt;13071107;Neubrandenburg, Stadt;50;50;52708;36948;70,1;2;1,1;98,9;30,8;22,9;14,1;18,5;3,5;0,9;5,5;0,6;0,1;0,4;0,1;1,3;1,3;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;111;Dargun, Stadt;13071027;Dargun, Stadt;6;6;3753;2568;68,4;1;32;2536;1102;390;342;472;57;30;106;31;6;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;111;Dargun, Stadt;13071027;Dargun, Stadt;6;6;3753;2568;68,4;1;1,2;98,8;43,5;15,4;13,5;18,6;2,2;1,2;4,2;1,2;0,2;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;111;Dargun, Stadt;13071027;Dargun, Stadt;6;6;3753;2568;68,4;2;31;2537;1016;386;321;499;60;31;151;14;1;9;2;19;28;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;111;Dargun, Stadt;13071027;Dargun, Stadt;6;6;3753;2568;68,4;2;1,2;98,8;40,0;15,2;12,7;19,7;2,4;1,2;6,0;0,6;0,0;0,4;0,1;0,7;1,1;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;112;Demmin, Hansestadt;13071029;Demmin, Hansestadt;11;11;9375;5705;60,9;1;80;5625;2106;984;702;1363;84;77;191;108;10;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;112;Demmin, Hansestadt;13071029;Demmin, Hansestadt;11;11;9375;5705;60,9;1;1,4;98,6;37,4;17,5;12,5;24,2;1,5;1,4;3,4;1,9;0,2;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;112;Demmin, Hansestadt;13071029;Demmin, Hansestadt;11;11;9375;5705;60,9;2;86;5619;2006;952;672;1386;72;95;256;77;11;18;2;26;46;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;112;Demmin, Hansestadt;13071029;Demmin, Hansestadt;11;11;9375;5705;60,9;2;1,5;98,5;35,7;16,9;12,0;24,7;1,3;1,7;4,6;1,4;0,2;0,3;0,0;0,5;0,8;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;113;Feldberger Seenlandschaft;13071033;Feldberger Seenlandschaft;10;10;3797;2779;73,2;1;47;2732;877;537;488;492;121;28;112;46;x;x;x;31;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;113;Feldberger Seenlandschaft;13071033;Feldberger Seenlandschaft;10;10;3797;2779;73,2;1;1,7;98,3;32,1;19,7;17,9;18,0;4,4;1,0;4,1;1,7;x;x;x;1,1;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;113;Feldberger Seenlandschaft;13071033;Feldberger Seenlandschaft;10;10;3797;2779;73,2;2;50;2729;941;501;437;464;126;30;135;21;1;14;2;27;30;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;113;Feldberger Seenlandschaft;13071033;Feldberger Seenlandschaft;10;10;3797;2779;73,2;2;1,8;98,2;34,5;18,4;16,0;17,0;4,6;1,1;4,9;0,8;0,0;0,5;0,1;1,0;1,1;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;114;Neustrelitz, Stadt;13071110;Neustrelitz, Stadt;16;16;17213;11820;68,7;1;145;11675;3668;2416;2249;2088;454;125;486;162;27;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;114;Neustrelitz, Stadt;13071110;Neustrelitz, Stadt;16;16;17213;11820;68,7;1;1,2;98,8;31,4;20,7;19,3;17,9;3,9;1,1;4,2;1,4;0,2;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;114;Neustrelitz, Stadt;13071110;Neustrelitz, Stadt;16;16;17213;11820;68,7;2;129;11691;3692;2364;1824;2195;483;120;590;92;13;38;18;95;167;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;114;Neustrelitz, Stadt;13071110;Neustrelitz, Stadt;16;16;17213;11820;68,7;2;1,1;98,9;31,6;20,2;15,6;18,8;4,1;1,0;5,0;0,8;0,1;0,3;0,2;0,8;1,4;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;115;Waren (Müritz), Stadt;13071156;Waren (Müritz), Stadt;20;20;17735;11766;66,3;1;153;11613;4107;2281;1846;1950;515;56;585;236;37;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;115;Waren (Müritz), Stadt;13071156;Waren (Müritz), Stadt;20;20;17735;11766;66,3;1;1,3;98,7;35,4;19,6;15,9;16,8;4,4;0,5;5,0;2,0;0,3;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;115;Waren (Müritz), Stadt;13071156;Waren (Müritz), Stadt;20;20;17735;11766;66,3;2;131;11635;4001;2262;1740;2054;427;58;730;110;23;26;17;70;117;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;115;Waren (Müritz), Stadt;13071156;Waren (Müritz), Stadt;20;20;17735;11766;66,3;2;1,1;98,9;34,4;19,4;15,0;17,7;3,7;0,5;6,3;0,9;0,2;0,2;0,1;0,6;1,0;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071008;Beggerow;1;1;419;258;61,6;1;4;254;101;32;26;68;7;2;13;4;1;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071008;Beggerow;1;1;419;258;61,6;1;1,6;98,4;39,8;12,6;10,2;26,8;2,8;0,8;5,1;1,6;0,4;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071008;Beggerow;1;1;419;258;61,6;2;1;257;100;29;24;68;6;3;13;4;2;3;0;5;0;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071008;Beggerow;1;1;419;258;61,6;2;0,4;99,6;38,9;11,3;9,3;26,5;2,3;1,2;5,1;1,6;0,8;1,2;0,0;1,9;0,0;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071014;Borrentin;2;2;664;326;49,1;1;6;320;130;51;44;65;11;3;10;4;2;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071014;Borrentin;2;2;664;326;49,1;1;1,8;98,2;40,6;15,9;13,8;20,3;3,4;0,9;3,1;1,3;0,6;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071014;Borrentin;2;2;664;326;49,1;2;4;322;124;53;45;71;5;2;15;4;0;0;0;2;1;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071014;Borrentin;2;2;664;326;49,1;2;1,2;98,8;38,5;16,5;14,0;22,0;1,6;0,6;4,7;1,2;0,0;0,0;0,0;0,6;0,3;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071064;Hohenbollentin;1;1;88;67;76,1;1;2;65;21;10;6;20;0;1;5;2;0;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071064;Hohenbollentin;1;1;88;67;76,1;1;3,0;97,0;32,3;15,4;9,2;30,8;0,0;1,5;7,7;3,1;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071064;Hohenbollentin;1;1;88;67;76,1;2;2;65;20;12;6;19;0;1;5;1;0;0;0;1;0;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071064;Hohenbollentin;1;1;88;67;76,1;2;3,0;97,0;30,8;18,5;9,2;29,2;0,0;1,5;7,7;1,5;0,0;0,0;0,0;1,5;0,0;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071065;Hohenmocker;1;1;398;231;58,0;1;2;229;88;46;23;48;4;8;7;5;0;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071065;Hohenmocker;1;1;398;231;58,0;1;0,9;99,1;38,4;20,1;10,0;21,0;1,7;3,5;3,1;2,2;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071065;Hohenmocker;1;1;398;231;58,0;2;4;227;80;44;22;47;3;10;10;2;0;1;0;2;6;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071065;Hohenmocker;1;1;398;231;58,0;2;1,7;98,3;35,2;19,4;9,7;20,7;1,3;4,4;4,4;0,9;0,0;0,4;0,0;0,9;2,6;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071072;Kentzlin;1;1;169;110;65,1;1;3;107;40;25;14;17;3;1;2;4;1;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071072;Kentzlin;1;1;169;110;65,1;1;2,7;97,3;37,4;23,4;13,1;15,9;2,8;0,9;1,9;3,7;0,9;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071072;Kentzlin;1;1;169;110;65,1;2;1;109;43;26;14;14;1;1;2;2;0;0;0;3;3;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071072;Kentzlin;1;1;169;110;65,1;2;0,9;99,1;39,4;23,9;12,8;12,8;0,9;0,9;1,8;1,8;0,0;0,0;0,0;2,8;2,8;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071076;Kletzin;2;2;602;356;59,1;1;5;351;161;57;35;64;4;10;10;10;0;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071076;Kletzin;2;2;602;356;59,1;1;1,4;98,6;45,9;16,2;10,0;18,2;1,1;2,8;2,8;2,8;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071076;Kletzin;2;2;602;356;59,1;2;6;350;147;57;26;66;4;8;23;4;0;4;1;4;6;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071076;Kletzin;2;2;602;356;59,1;2;1,7;98,3;42,0;16,3;7,4;18,9;1,1;2,3;6,6;1,1;0,0;1,1;0,3;1,1;1,7;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071089;Lindenberg;1;1;196;126;64,3;1;1;125;67;14;14;21;1;2;3;3;0;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071089;Lindenberg;1;1;196;126;64,3;1;0,8;99,2;53,6;11,2;11,2;16,8;0,8;1,6;2,4;2,4;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071089;Lindenberg;1;1;196;126;64,3;2;2;124;57;16;20;17;2;5;6;1;0;0;0;0;0;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071089;Lindenberg;1;1;196;126;64,3;2;1,6;98,4;46,0;12,9;16,1;13,7;1,6;4,0;4,8;0,8;0,0;0,0;0,0;0,0;0,0;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071096;Meesiger;1;1;195;133;68,2;1;0;133;50;16;16;31;4;0;11;4;1;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071096;Meesiger;1;1;195;133;68,2;1;0,0;100,0;37,6;12,0;12,0;23,3;3,0;0,0;8,3;3,0;0,8;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071096;Meesiger;1;1;195;133;68,2;2;0;133;40;17;13;39;5;1;12;1;0;0;1;2;2;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071096;Meesiger;1;1;195;133;68,2;2;0,0;100,0;30,1;12,8;9,8;29,3;3,8;0,8;9,0;0,8;0,0;0,0;0,8;1,5;1,5;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071112;Nossendorf;1;1;577;287;49,7;1;3;284;120;39;32;80;2;2;5;3;1;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071112;Nossendorf;1;1;577;287;49,7;1;1,0;99,0;42,3;13,7;11,3;28,2;0,7;0,7;1,8;1,1;0,4;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071112;Nossendorf;1;1;577;287;49,7;2;2;285;110;35;30;83;3;5;10;3;0;0;0;3;3;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071112;Nossendorf;1;1;577;287;49,7;2;0,7;99,3;38,6;12,3;10,5;29,1;1,1;1,8;3,5;1,1;0,0;0,0;0,0;1,1;1,1;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071128;Sarow;1;1;590;323;54,7;1;4;319;109;47;45;78;9;5;15;10;1;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071128;Sarow;1;1;590;323;54,7;1;1,2;98,8;34,2;14,7;14,1;24,5;2,8;1,6;4,7;3,1;0,3;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071128;Sarow;1;1;590;323;54,7;2;5;318;98;53;36;82;6;5;19;6;1;3;1;0;8;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071128;Sarow;1;1;590;323;54,7;2;1,5;98,5;30,8;16,7;11,3;25,8;1,9;1,6;6,0;1,9;0,3;0,9;0,3;0,0;2,5;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071131;Schönfeld;1;1;313;184;58,8;1;0;184;73;28;24;36;8;2;12;1;0;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071131;Schönfeld;1;1;313;184;58,8;1;0,0;100,0;39,7;15,2;13,0;19,6;4,3;1,1;6,5;0,5;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071131;Schönfeld;1;1;313;184;58,8;2;0;184;68;25;20;40;4;3;17;0;0;5;0;0;2;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071131;Schönfeld;1;1;313;184;58,8;2;0,0;100,0;37,0;13,6;10,9;21,7;2,2;1,6;9,2;0,0;0,0;2,7;0,0;0,0;1,1;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;422;235;55,7;1;3;232;91;43;18;63;3;6;6;2;0;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;422;235;55,7;1;1,3;98,7;39,2;18,5;7,8;27,2;1,3;2,6;2,6;0,9;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;422;235;55,7;2;4;231;82;40;16;67;3;6;10;1;0;6;0;0;0;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;422;235;55,7;2;1,7;98,3;35,5;17,3;6,9;29,0;1,3;2,6;4,3;0,4;0,0;2,6;0,0;0,0;0,0;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071139;Sommersdorf;1;1;189;120;63,5;1;1;119;48;23;8;26;5;0;5;4;0;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071139;Sommersdorf;1;1;189;120;63,5;1;0,8;99,2;40,3;19,3;6,7;21,8;4,2;0,0;4,2;3,4;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071139;Sommersdorf;1;1;189;120;63,5;2;1;119;36;22;18;23;4;2;11;1;0;0;0;1;1;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071139;Sommersdorf;1;1;189;120;63,5;2;0,8;99,2;30,3;18,5;15,1;19,3;3,4;1,7;9,2;0,8;0,0;0,0;0,0;0,8;0,8;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071148;Utzedel;1;1;389;197;50,6;1;4;193;80;20;19;51;3;6;10;4;0;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071148;Utzedel;1;1;389;197;50,6;1;2,0;98,0;41,5;10,4;9,8;26,4;1,6;3,1;5,2;2,1;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071148;Utzedel;1;1;389;197;50,6;2;4;193;76;21;18;55;1;6;12;2;0;0;0;0;2;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071148;Utzedel;1;1;389;197;50,6;2;2,0;98,0;39,4;10,9;9,3;28,5;0,5;3,1;6,2;1,0;0,0;0,0;0,0;0,0;1,0;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071150;Verchen;1;1;331;196;59,2;1;3;193;91;23;30;35;3;3;6;0;2;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071150;Verchen;1;1;331;196;59,2;1;1,5;98,5;47,2;11,9;15,5;18,1;1,6;1,6;3,1;0,0;1,0;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071150;Verchen;1;1;331;196;59,2;2;3;193;83;26;25;41;4;4;8;0;0;1;0;0;1;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071150;Verchen;1;1;331;196;59,2;2;1,5;98,5;43,0;13,5;13,0;21,2;2,1;2,1;4,1;0,0;0,0;0,5;0,0;0,0;0,5;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071157;Warrenzin;1;1;322;177;55,0;1;5;172;69;18;21;46;2;2;12;2;0;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071157;Warrenzin;1;1;322;177;55,0;1;2,8;97,2;40,1;10,5;12,2;26,7;1,2;1,2;7,0;1,2;0,0;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071157;Warrenzin;1;1;322;177;55,0;2;4;173;61;13;24;45;3;1;20;4;0;0;0;1;1;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071157;Warrenzin;1;1;322;177;55,0;2;2,3;97,7;35,3;7,5;13,9;26,0;1,7;0,6;11,6;2,3;0,0;0,0;0,0;0,6;0,6;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071751;Briefwahl Demmin-Land;1;1;0;736;x;1;6;730;288;128;97;129;26;13;30;10;9;x;x;x;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071751;Briefwahl Demmin-Land;1;1;0;736;x;1;0,8;99,2;39,5;17,5;13,3;17,7;3,6;1,8;4,1;1,4;1,2;x;x;x;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071751;Briefwahl Demmin-Land;1;1;0;736;x;2;6;730;279;121;83;135;20;10;47;9;1;9;2;4;10;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5151;Demmin-Land;13071751;Briefwahl Demmin-Land;1;1;0;736;x;2;0,8;99,2;38,2;16,6;11,4;18,5;2,7;1,4;6,4;1,2;0,1;1,2;0,3;0,5;1,4;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5152;Friedland;13071028;Datzetal;2;2;724;439;60,6;1;4;435;157;90;43;110;7;5;20;1;x;x;x;2;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5152;Friedland;13071028;Datzetal;2;2;724;439;60,6;1;0,9;99,1;36,1;20,7;9,9;25,3;1,6;1,1;4,6;0,2;x;x;x;0,5;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5152;Friedland;13071028;Datzetal;2;2;724;439;60,6;2;4;435;159;76;54;101;11;7;17;1;0;2;0;0;7;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5152;Friedland;13071028;Datzetal;2;2;724;439;60,6;2;0,9;99,1;36,6;17,5;12,4;23,2;2,5;1,6;3,9;0,2;0,0;0,5;0,0;0,0;1,6;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5152;Friedland;13071035;Friedland, Stadt;8;8;5509;2768;50,2;1;48;2720;966;467;296;694;40;86;115;39;x;x;x;17;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5152;Friedland;13071035;Friedland, Stadt;8;8;5509;2768;50,2;1;1,7;98,3;35,5;17,2;10,9;25,5;1,5;3,2;4,2;1,4;x;x;x;0,6;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5152;Friedland;13071035;Friedland, Stadt;8;8;5509;2768;50,2;2;48;2720;990;406;290;689;57;94;124;18;3;4;1;15;29;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5152;Friedland;13071035;Friedland, Stadt;8;8;5509;2768;50,2;2;1,7;98,3;36,4;14,9;10,7;25,3;2,1;3,5;4,6;0,7;0,1;0,1;0,0;0,6;1,1;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5152;Friedland;13071037;Galenbeck;3;3;953;463;48,6;1;10;453;164;94;49;101;13;5;20;5;x;x;x;2;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5152;Friedland;13071037;Galenbeck;3;3;953;463;48,6;1;2,2;97,8;36,2;20,8;10,8;22,3;2,9;1,1;4,4;1,1;x;x;x;0,4;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5152;Friedland;13071037;Galenbeck;3;3;953;463;48,6;2;9;454;168;75;50;100;15;8;28;3;1;1;0;0;5;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5152;Friedland;13071037;Galenbeck;3;3;953;463;48,6;2;1,9;98,1;37,0;16,5;11,0;22,0;3,3;1,8;6,2;0,7;0,2;0,2;0,0;0,0;1,1;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5152;Friedland;13071038;Genzkow;1;1;108;78;72,2;1;0;78;30;15;9;19;0;4;1;0;x;x;x;0;x;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5152;Friedland;13071038;Genzkow;1;1;108;78;72,2;1;0,0;100,0;38,5;19,2;11,5;24,4;0,0;5,1;1,3;0,0;x;x;x;0,0;x;x
29.09.2017 09:37:23;A;71;Mecklenburgische Seenplatte;5152;Friedland;13071038;Genzkow;1;1;108;78;72,2;2;0;78;29;15;5;20;4;3;2;0;0;0;0;0;0;x
29.09.2017 09:37:23;P;71;Mecklenburgische Seenplatte;5152;Friedland;13071038;Genzkow;1;1;108;78;72,2;2;0,0;100,0;37,2;19,2;6,4;25,6;5,1;3,8;2,6;0,0;0,0;0,0;0,0;0,0;0,0;x
