Wahl zum Deutschen Bundestag in Mecklenburg-Vorpommern am 26. September 2021
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Beispiel: 13071751 - Briefwahlergebnis der Gemeinden des Amtes Demmin-Land (Amt 5151)
(c) Die Landeswahlleiterin Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Wahlkreis;Wahlkreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;CDU;AfD;DIE LINKE;SPD;FDP;GRÜNE;Tierschutzpartei;NPD;Die PARTEI;FREIE  WÄHLER;MLPD;ÖDP;dieBasis;DKP;Die Humanisten;PIRATEN;Team Todenhöfer;Volt;Einzelbewerber
11.10.2021 09:29:16;A;3;Rostock;14;Rostock - Landkreis Rostock II;1;Rostock, Hansestadt;13003000;Rostock, Hanse- und Universitätsstadt;186;186;167537;121988;72,8;1;1770;120218;17924;13207;23770;32938;8681;13885;3553;x;x;1457;294;x;3433;x;x;1076;x;x;x
11.10.2021 09:29:16;P;3;Rostock;14;Rostock - Landkreis Rostock II;1;Rostock, Hansestadt;13003000;Rostock, Hanse- und Universitätsstadt;186;186;167537;121988;72,8;1;1,5;98,5;14,9;11,0;19,8;27,4;7,2;11,5;3,0;x;x;1,2;0,2;x;2,9;x;x;0,9;x;x;x
11.10.2021 09:29:16;A;3;Rostock;14;Rostock - Landkreis Rostock II;1;Rostock, Hansestadt;13003000;Rostock, Hanse- und Universitätsstadt;186;186;167537;121988;72,8;2;1791;120197;15069;13661;17012;35216;10527;17576;3005;472;1757;1296;122;223;2493;106;242;690;309;421;x
11.10.2021 09:29:16;P;3;Rostock;14;Rostock - Landkreis Rostock II;1;Rostock, Hansestadt;13003000;Rostock, Hanse- und Universitätsstadt;186;186;167537;121988;72,8;2;1,5;98,5;12,5;11,4;14,2;29,3;8,8;14,6;2,5;0,4;1,5;1,1;0,1;0,2;2,1;0,1;0,2;0,6;0,3;0,4;x
11.10.2021 09:29:16;A;4;Schwerin;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;2;Schwerin, Landeshauptstadt;13004000;Schwerin, Landeshauptstadt;79;79;75717;54676;72,2;1;1017;53659;9159;7636;7025;16451;4198;5426;x;x;858;1280;98;x;902;x;x;626;x;x;x
11.10.2021 09:29:16;P;4;Schwerin;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;2;Schwerin, Landeshauptstadt;13004000;Schwerin, Landeshauptstadt;79;79;75717;54676;72,2;1;1,9;98,1;17,1;14,2;13,1;30,7;7,8;10,1;x;x;1,6;2,4;0,2;x;1,7;x;x;1,2;x;x;x
11.10.2021 09:29:16;A;4;Schwerin;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;2;Schwerin, Landeshauptstadt;13004000;Schwerin, Landeshauptstadt;79;79;75717;54676;72,2;2;790;53886;7807;7359;6648;16841;4801;6005;925;240;535;864;47;72;833;54;91;431;139;194;x
11.10.2021 09:29:16;P;4;Schwerin;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;2;Schwerin, Landeshauptstadt;13004000;Schwerin, Landeshauptstadt;79;79;75717;54676;72,2;2;1,4;98,6;14,5;13,7;12,3;31,3;8,9;11,1;1,7;0,4;1,0;1,6;0,1;0,1;1,5;0,1;0,2;0,8;0,3;0,4;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;101;Neubrandenburg, Stadt;13071107;Neubrandenburg, Vier-Tore-Stadt;56;56;51724;35839;69,3;1;716;35123;5882;6477;5628;10128;2465;1969;1053;x;x;452;x;x;830;x;x;x;x;x;239
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;101;Neubrandenburg, Stadt;13071107;Neubrandenburg, Vier-Tore-Stadt;56;56;51724;35839;69,3;1;2,0;98,0;16,7;18,4;16,0;28,8;7,0;5,6;3,0;x;x;1,3;x;x;2,4;x;x;x;x;x;0,7
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;101;Neubrandenburg, Stadt;13071107;Neubrandenburg, Vier-Tore-Stadt;56;56;51724;35839;69,3;2;600;35239;5513;6208;4792;10797;2750;2201;842;184;340;402;23;41;719;40;66;155;108;58;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;101;Neubrandenburg, Stadt;13071107;Neubrandenburg, Vier-Tore-Stadt;56;56;51724;35839;69,3;2;1,7;98,3;15,6;17,6;13,6;30,6;7,8;6,2;2,4;0,5;1,0;1,1;0,1;0,1;2,0;0,1;0,2;0,4;0,3;0,2;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;111;Dargun, Stadt;13071027;Dargun, Stadt;6;6;3655;2606;71,3;1;48;2558;655;611;217;744;173;91;x;x;x;61;6;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;111;Dargun, Stadt;13071027;Dargun, Stadt;6;6;3655;2606;71,3;1;1,8;98,2;25,6;23,9;8,5;29,1;6,8;3,6;x;x;x;2,4;0,2;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;111;Dargun, Stadt;13071027;Dargun, Stadt;6;6;3655;2606;71,3;2;54;2552;564;585;214;759;185;70;42;13;20;45;1;5;29;1;3;7;5;4;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;111;Dargun, Stadt;13071027;Dargun, Stadt;6;6;3655;2606;71,3;2;2,1;97,9;22,1;22,9;8,4;29,7;7,2;2,7;1,6;0,5;0,8;1,8;0,0;0,2;1,1;0,0;0,1;0,3;0,2;0,2;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;112;Demmin, Hansestadt;13071029;Demmin, Hansestadt;8;8;9020;5255;58,3;1;119;5136;1322;1402;502;1350;307;129;x;x;x;115;9;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;112;Demmin, Hansestadt;13071029;Demmin, Hansestadt;8;8;9020;5255;58,3;1;2,3;97,7;25,7;27,3;9,8;26,3;6,0;2,5;x;x;x;2,2;0,2;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;112;Demmin, Hansestadt;13071029;Demmin, Hansestadt;8;8;9020;5255;58,3;2;106;5149;1178;1360;516;1347;330;134;63;34;21;88;6;1;39;2;7;13;7;3;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;112;Demmin, Hansestadt;13071029;Demmin, Hansestadt;8;8;9020;5255;58,3;2;2,0;98,0;22,9;26,4;10,0;26,2;6,4;2,6;1,2;0,7;0,4;1,7;0,1;0,0;0,8;0,0;0,1;0,3;0,1;0,1;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;113;Feldberger Seenlandschaft;13071033;Feldberger Seenlandschaft;10;10;3805;2770;72,8;1;45;2725;514;601;293;711;176;178;85;x;x;62;x;x;91;x;x;x;x;x;14
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;113;Feldberger Seenlandschaft;13071033;Feldberger Seenlandschaft;10;10;3805;2770;72,8;1;1,6;98,4;18,9;22,1;10,8;26,1;6,5;6,5;3,1;x;x;2,3;x;x;3,3;x;x;x;x;x;0,5
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;113;Feldberger Seenlandschaft;13071033;Feldberger Seenlandschaft;10;10;3805;2770;72,8;2;41;2729;475;582;289;720;214;217;47;9;17;55;3;3;78;0;6;6;7;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;113;Feldberger Seenlandschaft;13071033;Feldberger Seenlandschaft;10;10;3805;2770;72,8;2;1,5;98,5;17,4;21,3;10,6;26,4;7,8;8,0;1,7;0,3;0,6;2,0;0,1;0,1;2,9;0,0;0,2;0,2;0,3;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;114;Neustrelitz, Stadt;13071110;Neustrelitz, Residenzstadt;21;21;17056;11134;65,3;1;205;10929;1945;1843;1266;3990;666;899;x;x;x;296;24;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;114;Neustrelitz, Stadt;13071110;Neustrelitz, Residenzstadt;21;21;17056;11134;65,3;1;1,8;98,2;17,8;16,9;11,6;36,5;6,1;8,2;x;x;x;2,7;0,2;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;114;Neustrelitz, Stadt;13071110;Neustrelitz, Residenzstadt;21;21;17056;11134;65,3;2;193;10941;1780;1797;1318;3657;762;781;213;46;100;170;26;26;184;2;13;31;24;11;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;114;Neustrelitz, Stadt;13071110;Neustrelitz, Residenzstadt;21;21;17056;11134;65,3;2;1,7;98,3;16,3;16,4;12,0;33,4;7,0;7,1;1,9;0,4;0,9;1,6;0,2;0,2;1,7;0,0;0,1;0,3;0,2;0,1;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;115;Waren (Müritz), Stadt;13071156;Waren (Müritz), Stadt;22;22;17453;11739;67,3;1;298;11441;2359;2236;1234;3792;806;712;x;x;x;257;45;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;115;Waren (Müritz), Stadt;13071156;Waren (Müritz), Stadt;22;22;17453;11739;67,3;1;2,5;97,5;20,6;19,5;10,8;33,1;7,0;6,2;x;x;x;2,2;0,4;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;115;Waren (Müritz), Stadt;13071156;Waren (Müritz), Stadt;22;22;17453;11739;67,3;2;254;11485;2006;2208;1252;3645;899;716;230;39;66;142;20;14;157;5;9;31;20;26;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;115;Waren (Müritz), Stadt;13071156;Waren (Müritz), Stadt;22;22;17453;11739;67,3;2;2,2;97,8;17,5;19,2;10,9;31,7;7,8;6,2;2,0;0,3;0,6;1,2;0,2;0,1;1,4;0,0;0,1;0,3;0,2;0,2;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071008;Beggerow;1;1;416;225;54,1;1;5;220;56;71;9;56;11;12;x;x;x;5;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071008;Beggerow;1;1;416;225;54,1;1;2,2;97,8;25,5;32,3;4,1;25,5;5,0;5,5;x;x;x;2,3;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071008;Beggerow;1;1;416;225;54,1;2;9;216;46;73;8;50;13;9;5;2;2;3;0;1;3;0;0;0;1;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071008;Beggerow;1;1;416;225;54,1;2;4,0;96,0;21,3;33,8;3,7;23,1;6,0;4,2;2,3;0,9;0,9;1,4;0,0;0,5;1,4;0,0;0,0;0,0;0,5;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071014;Borrentin;1;1;633;282;44,5;1;8;274;72;92;33;50;19;4;x;x;x;4;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071014;Borrentin;1;1;633;282;44,5;1;2,8;97,2;26,3;33,6;12,0;18,2;6,9;1,5;x;x;x;1,5;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071014;Borrentin;1;1;633;282;44,5;2;12;270;59;92;27;56;19;0;3;1;1;5;0;3;1;0;0;1;0;2;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071014;Borrentin;1;1;633;282;44,5;2;4,3;95,7;21,9;34,1;10,0;20,7;7,0;0,0;1,1;0,4;0,4;1,9;0,0;1,1;0,4;0,0;0,0;0,4;0,0;0,7;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071065;Hohenmocker;1;1;403;200;49,6;1;0;200;61;51;16;43;11;11;x;x;x;7;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071065;Hohenmocker;1;1;403;200;49,6;1;0,0;100,0;30,5;25,5;8,0;21,5;5,5;5,5;x;x;x;3,5;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071065;Hohenmocker;1;1;403;200;49,6;2;1;199;50;45;15;41;18;9;5;4;5;2;0;0;4;0;0;0;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071065;Hohenmocker;1;1;403;200;49,6;2;0,5;99,5;25,1;22,6;7,5;20,6;9,0;4,5;2,5;2,0;2,5;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,5;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071072;Kentzlin;1;1;165;99;60,0;1;4;95;21;18;21;23;5;6;x;x;x;1;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071072;Kentzlin;1;1;165;99;60,0;1;4,0;96,0;22,1;18,9;22,1;24,2;5,3;6,3;x;x;x;1,1;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071072;Kentzlin;1;1;165;99;60,0;2;4;95;15;18;18;29;7;4;1;0;1;1;0;0;0;0;0;1;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071072;Kentzlin;1;1;165;99;60,0;2;4,0;96,0;15,8;18,9;18,9;30,5;7,4;4,2;1,1;0,0;1,1;1,1;0,0;0,0;0,0;0,0;0,0;1,1;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071076;Kletzin;2;2;597;322;53,9;1;7;315;83;80;28;71;26;9;x;x;x;18;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071076;Kletzin;2;2;597;322;53,9;1;2,2;97,8;26,3;25,4;8,9;22,5;8,3;2,9;x;x;x;5,7;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071076;Kletzin;2;2;597;322;53,9;2;5;317;78;75;27;66;29;11;9;4;5;4;0;0;7;0;0;0;0;2;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071076;Kletzin;2;2;597;322;53,9;2;1,6;98,4;24,6;23,7;8,5;20,8;9,1;3,5;2,8;1,3;1,6;1,3;0,0;0,0;2,2;0,0;0,0;0,0;0,0;0,6;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071089;Lindenberg;1;1;270;131;48,5;1;8;123;36;41;12;25;5;3;x;x;x;1;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071089;Lindenberg;1;1;270;131;48,5;1;6,1;93,9;29,3;33,3;9,8;20,3;4,1;2,4;x;x;x;0,8;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071089;Lindenberg;1;1;270;131;48,5;2;6;125;36;44;9;22;6;2;0;2;1;0;0;0;2;0;0;1;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071089;Lindenberg;1;1;270;131;48,5;2;4,6;95,4;28,8;35,2;7,2;17,6;4,8;1,6;0,0;1,6;0,8;0,0;0,0;0,0;1,6;0,0;0,0;0,8;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071096;Meesiger;1;1;204;123;60,3;1;2;121;27;44;8;30;4;2;x;x;x;5;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071096;Meesiger;1;1;204;123;60,3;1;1,6;98,4;22,3;36,4;6,6;24,8;3,3;1,7;x;x;x;4,1;0,8;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071096;Meesiger;1;1;204;123;60,3;2;4;119;20;44;12;31;4;1;2;0;1;1;0;0;3;0;0;0;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071096;Meesiger;1;1;204;123;60,3;2;3,3;96,7;16,8;37,0;10,1;26,1;3,4;0,8;1,7;0,0;0,8;0,8;0,0;0,0;2,5;0,0;0,0;0,0;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071112;Nossendorf;1;1;553;228;41,2;1;8;220;51;81;12;45;13;13;x;x;x;4;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071112;Nossendorf;1;1;553;228;41,2;1;3,5;96,5;23,2;36,8;5,5;20,5;5,9;5,9;x;x;x;1,8;0,5;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071112;Nossendorf;1;1;553;228;41,2;2;7;221;49;80;10;45;16;12;5;0;0;3;0;0;1;0;0;0;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071112;Nossendorf;1;1;553;228;41,2;2;3,1;96,9;22,2;36,2;4,5;20,4;7,2;5,4;2,3;0,0;0,0;1,4;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071128;Sarow;1;1;585;292;49,9;1;7;285;52;89;31;75;22;10;x;x;x;5;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071128;Sarow;1;1;585;292;49,9;1;2,4;97,6;18,2;31,2;10,9;26,3;7,7;3,5;x;x;x;1,8;0,4;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071128;Sarow;1;1;585;292;49,9;2;6;286;51;83;32;73;22;8;0;6;1;6;0;1;0;0;1;1;1;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071128;Sarow;1;1;585;292;49,9;2;2,1;97,9;17,8;29,0;11,2;25,5;7,7;2,8;0,0;2,1;0,3;2,1;0,0;0,3;0,0;0,0;0,3;0,3;0,3;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071131;Schönfeld;1;1;316;201;63,6;1;0;201;44;57;26;41;13;12;x;x;x;8;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071131;Schönfeld;1;1;316;201;63,6;1;0,0;100,0;21,9;28,4;12,9;20,4;6,5;6,0;x;x;x;4,0;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071131;Schönfeld;1;1;316;201;63,6;2;1;200;40;54;22;44;13;10;4;2;2;6;0;0;0;0;1;0;1;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071131;Schönfeld;1;1;316;201;63,6;2;0,5;99,5;20,0;27,0;11,0;22,0;6,5;5,0;2,0;1,0;1,0;3,0;0,0;0,0;0,0;0,0;0,5;0,0;0,5;0,5;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;392;192;49,0;1;6;186;54;67;19;25;16;3;x;x;x;1;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;392;192;49,0;1;3,1;96,9;29,0;36,0;10,2;13,4;8,6;1,6;x;x;x;0,5;0,5;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;392;192;49,0;2;8;184;50;60;21;26;12;3;3;1;2;0;0;0;5;0;0;0;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071136;Siedenbrünzow;1;1;392;192;49,0;2;4,2;95,8;27,2;32,6;11,4;14,1;6,5;1,6;1,6;0,5;1,1;0,0;0,0;0,0;2,7;0,0;0,0;0,0;0,0;0,5;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071139;Sommersdorf;1;1;200;114;57,0;1;3;111;30;21;20;30;2;5;x;x;x;3;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071139;Sommersdorf;1;1;200;114;57,0;1;2,6;97,4;27,0;18,9;18,0;27,0;1,8;4,5;x;x;x;2,7;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071139;Sommersdorf;1;1;200;114;57,0;2;3;111;24;25;18;22;4;6;8;0;1;1;0;0;0;0;0;1;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071139;Sommersdorf;1;1;200;114;57,0;2;2,6;97,4;21,6;22,5;16,2;19,8;3,6;5,4;7,2;0,0;0,9;0,9;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,9;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071148;Utzedel;1;1;359;154;42,9;1;1;153;63;35;9;35;8;3;x;x;x;0;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071148;Utzedel;1;1;359;154;42,9;1;0,6;99,4;41,2;22,9;5,9;22,9;5,2;2,0;x;x;x;0,0;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071148;Utzedel;1;1;359;154;42,9;2;2;152;51;35;10;37;10;2;2;2;0;1;0;1;0;0;0;0;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071148;Utzedel;1;1;359;154;42,9;2;1,3;98,7;33,6;23,0;6,6;24,3;6,6;1,3;1,3;1,3;0,0;0,7;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,7;x
