Wahl zum Deutschen Bundestag in Mecklenburg-Vorpommern am 26. September 2021
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Beispiel: 13071751 - Briefwahlergebnis der Gemeinden des Amtes Demmin-Land (Amt 5151)
(c) Die Landeswahlleiterin Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Wahlkreis;Wahlkreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;CDU;AfD;DIE LINKE;SPD;FDP;GRÜNE;Tierschutzpartei;NPD;Die PARTEI;FREIE  WÄHLER;MLPD;ÖDP;dieBasis;DKP;Die Humanisten;PIRATEN;Team Todenhöfer;Volt;Einzelbewerber
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076009;Bengerstorf;1;1;424;248;58,5;1;3;245;56;42;22;89;15;14;x;x;1;2;0;x;4;x;x;0;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076009;Bengerstorf;1;1;424;248;58,5;1;1,2;98,8;22,9;17,1;9,0;36,3;6,1;5,7;x;x;0,4;0,8;0,0;x;1,6;x;x;0,0;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076009;Bengerstorf;1;1;424;248;58,5;2;3;245;43;44;22;88;20;15;4;2;2;2;0;0;2;0;0;0;0;1;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076009;Bengerstorf;1;1;424;248;58,5;2;1,2;98,8;17,6;18,0;9,0;35,9;8,2;6,1;1,6;0,8;0,8;0,8;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,4;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076010;Besitz;1;1;379;224;59,1;1;4;220;53;30;24;81;10;13;x;x;2;3;0;x;4;x;x;0;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076010;Besitz;1;1;379;224;59,1;1;1,8;98,2;24,1;13,6;10,9;36,8;4,5;5,9;x;x;0,9;1,4;0,0;x;1,8;x;x;0,0;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076010;Besitz;1;1;379;224;59,1;2;2;222;40;29;20;84;15;17;3;7;1;1;0;0;3;0;0;0;1;1;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076010;Besitz;1;1;379;224;59,1;2;0,9;99,1;18,0;13,1;9,0;37,8;6,8;7,7;1,4;3,2;0,5;0,5;0,0;0,0;1,4;0,0;0,0;0,0;0,5;0,5;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076016;Brahlstorf;1;1;592;308;52,0;1;8;300;65;66;22;93;20;15;x;x;2;3;0;x;11;x;x;3;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076016;Brahlstorf;1;1;592;308;52,0;1;2,6;97,4;21,7;22,0;7,3;31,0;6,7;5,0;x;x;0,7;1,0;0,0;x;3,7;x;x;1,0;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076016;Brahlstorf;1;1;592;308;52,0;2;4;304;47;53;27;107;21;15;7;8;0;3;0;0;12;0;0;3;1;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076016;Brahlstorf;1;1;592;308;52,0;2;1,3;98,7;15,5;17,4;8,9;35,2;6,9;4,9;2,3;2,6;0,0;1,0;0,0;0,0;3,9;0,0;0,0;1,0;0,3;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076030;Dersenow;1;1;372;209;56,2;1;8;201;51;48;23;54;8;5;x;x;2;2;0;x;4;x;x;4;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076030;Dersenow;1;1;372;209;56,2;1;3,8;96,2;25,4;23,9;11,4;26,9;4,0;2,5;x;x;1,0;1,0;0,0;x;2,0;x;x;2,0;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076030;Dersenow;1;1;372;209;56,2;2;3;206;43;47;19;71;8;5;1;2;2;1;0;0;4;0;0;2;0;1;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076030;Dersenow;1;1;372;209;56,2;2;1,4;98,6;20,9;22,8;9,2;34,5;3,9;2,4;0,5;1,0;1,0;0,5;0,0;0,0;1,9;0,0;0,0;1,0;0,0;0,5;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076054;Gresse;1;1;536;278;51,9;1;6;272;71;53;23;79;12;18;x;x;2;10;0;x;3;x;x;1;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076054;Gresse;1;1;536;278;51,9;1;2,2;97,8;26,1;19,5;8,5;29,0;4,4;6,6;x;x;0,7;3,7;0,0;x;1,1;x;x;0,4;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076054;Gresse;1;1;536;278;51,9;2;4;274;47;49;23;100;14;15;7;6;1;5;0;1;4;0;0;0;2;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076054;Gresse;1;1;536;278;51,9;2;1,4;98,6;17,2;17,9;8,4;36,5;5,1;5,5;2,6;2,2;0,4;1,8;0,0;0,4;1,5;0,0;0,0;0,0;0,7;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076055;Greven;1;1;532;267;50,2;1;3;264;71;44;18;70;18;18;x;x;5;13;0;x;6;x;x;1;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076055;Greven;1;1;532;267;50,2;1;1,1;98,9;26,9;16,7;6,8;26,5;6,8;6,8;x;x;1,9;4,9;0,0;x;2,3;x;x;0,4;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076055;Greven;1;1;532;267;50,2;2;2;265;59;42;21;72;23;21;4;7;3;5;0;0;5;0;1;0;1;1;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076055;Greven;1;1;532;267;50,2;2;0,7;99,3;22,3;15,8;7,9;27,2;8,7;7,9;1,5;2,6;1,1;1,9;0,0;0,0;1,9;0,0;0,4;0,0;0,4;0,4;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076102;Neu Gülze;1;1;625;341;54,6;1;3;338;82;55;39;99;29;21;x;x;3;3;0;x;7;x;x;0;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076102;Neu Gülze;1;1;625;341;54,6;1;0,9;99,1;24,3;16,3;11,5;29,3;8,6;6,2;x;x;0,9;0,9;0,0;x;2,1;x;x;0,0;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076102;Neu Gülze;1;1;625;341;54,6;2;1;340;66;58;39;110;31;17;2;3;2;4;0;0;6;0;1;0;0;1;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076102;Neu Gülze;1;1;625;341;54,6;2;0,3;99,7;19,4;17,1;11,5;32,4;9,1;5,0;0,6;0,9;0,6;1,2;0,0;0,0;1,8;0,0;0,3;0,0;0,0;0,3;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076106;Nostorf;1;1;379;236;62,3;1;2;234;57;40;29;70;15;15;x;x;1;5;0;x;2;x;x;0;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076106;Nostorf;1;1;379;236;62,3;1;0,8;99,2;24,4;17,1;12,4;29,9;6,4;6,4;x;x;0,4;2,1;0,0;x;0,9;x;x;0,0;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076106;Nostorf;1;1;379;236;62,3;2;0;236;42;37;23;80;23;15;6;1;2;3;0;1;2;0;0;1;0;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076106;Nostorf;1;1;379;236;62,3;2;0,0;100,0;17,8;15,7;9,7;33,9;9,7;6,4;2,5;0,4;0,8;1,3;0,0;0,4;0,8;0,0;0,0;0,4;0,0;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076122;Schwanheide;1;1;606;331;54,6;1;7;324;51;59;37;97;24;30;x;x;13;5;1;x;6;x;x;1;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076122;Schwanheide;1;1;606;331;54,6;1;2,1;97,9;15,7;18,2;11,4;29,9;7,4;9,3;x;x;4,0;1,5;0,3;x;1,9;x;x;0,3;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076122;Schwanheide;1;1;606;331;54,6;2;7;324;38;57;27;104;27;28;9;6;10;8;0;0;5;3;0;2;0;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076122;Schwanheide;1;1;606;331;54,6;2;2,1;97,9;11,7;17,6;8,3;32,1;8,3;8,6;2,8;1,9;3,1;2,5;0,0;0,0;1,5;0,9;0,0;0,6;0,0;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076136;Teldau;1;1;630;364;57,8;1;10;354;60;71;27;120;34;19;x;x;4;4;2;x;8;x;x;5;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076136;Teldau;1;1;630;364;57,8;1;2,7;97,3;16,9;20,1;7,6;33,9;9,6;5,4;x;x;1,1;1,1;0,6;x;2,3;x;x;1,4;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076136;Teldau;1;1;630;364;57,8;2;8;356;53;55;29;125;34;25;7;12;2;4;0;0;4;0;1;4;0;1;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076136;Teldau;1;1;630;364;57,8;2;2,2;97,8;14,9;15,4;8,1;35,1;9,6;7,0;2,0;3,4;0,6;1,1;0,0;0,0;1,1;0,0;0,3;1,1;0,0;0,3;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076138;Tessin b. Boizenburg;1;1;333;204;61,3;1;3;201;69;44;13;48;16;4;x;x;1;4;0;x;0;x;x;2;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076138;Tessin b. Boizenburg;1;1;333;204;61,3;1;1,5;98,5;34,3;21,9;6,5;23,9;8,0;2,0;x;x;0,5;2,0;0,0;x;0,0;x;x;1,0;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076138;Tessin b. Boizenburg;1;1;333;204;61,3;2;2;202;57;44;14;50;16;7;8;2;1;1;0;0;0;0;0;2;0;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076138;Tessin b. Boizenburg;1;1;333;204;61,3;2;1,0;99,0;28,2;21,8;6,9;24,8;7,9;3,5;4,0;1,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076752;Briefwahl Boizenburg-Land;1;1;0;1101;x;1;8;1093;269;150;132;312;70;96;x;x;9;27;2;x;16;x;x;10;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076752;Briefwahl Boizenburg-Land;1;1;0;1101;x;1;0,7;99,3;24,6;13,7;12,1;28,5;6,4;8,8;x;x;0,8;2,5;0,2;x;1,5;x;x;0,9;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076752;Briefwahl Boizenburg-Land;1;1;0;1101;x;2;7;1094;221;139;125;351;85;96;18;5;6;21;2;1;15;0;1;8;0;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5652;Boizenburg-Land;13076752;Briefwahl Boizenburg-Land;1;1;0;1101;x;2;0,6;99,4;20,2;12,7;11,4;32,1;7,8;8,8;1,6;0,5;0,5;1,9;0,2;0,1;1,4;0,0;0,1;0,7;0,0;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076034;Dömitz, Stadt;4;4;2479;1126;45,4;1;35;1091;238;206;116;343;69;44;x;x;4;45;3;x;12;x;x;11;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076034;Dömitz, Stadt;4;4;2479;1126;45,4;1;3,1;96,9;21,8;18,9;10,6;31,4;6,3;4,0;x;x;0,4;4,1;0,3;x;1,1;x;x;1,0;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076034;Dömitz, Stadt;4;4;2479;1126;45,4;2;26;1100;209;186;107;371;70;47;27;18;7;32;0;0;12;5;1;8;0;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076034;Dömitz, Stadt;4;4;2479;1126;45,4;2;2,3;97,7;19,0;16,9;9,7;33,7;6,4;4,3;2,5;1,6;0,6;2,9;0,0;0,0;1,1;0,5;0,1;0,7;0,0;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076053;Grebs-Niendorf;1;1;459;298;64,9;1;5;293;81;62;27;73;23;12;x;x;2;7;0;x;6;x;x;0;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076053;Grebs-Niendorf;1;1;459;298;64,9;1;1,7;98,3;27,6;21,2;9,2;24,9;7,8;4,1;x;x;0,7;2,4;0,0;x;2,0;x;x;0,0;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076053;Grebs-Niendorf;1;1;459;298;64,9;2;6;292;63;63;23;80;25;11;7;1;2;7;0;1;8;0;0;0;1;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076053;Grebs-Niendorf;1;1;459;298;64,9;2;2,0;98,0;21,6;21,6;7,9;27,4;8,6;3,8;2,4;0,3;0,7;2,4;0,0;0,3;2,7;0,0;0,0;0,0;0,3;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076067;Karenz;1;1;195;113;57,9;1;3;110;29;16;8;40;9;4;x;x;0;0;0;x;2;x;x;2;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076067;Karenz;1;1;195;113;57,9;1;2,7;97,3;26,4;14,5;7,3;36,4;8,2;3,6;x;x;0,0;0,0;0,0;x;1,8;x;x;1,8;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076067;Karenz;1;1;195;113;57,9;2;2;111;25;14;6;46;8;5;1;1;0;2;0;0;2;0;0;1;0;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076067;Karenz;1;1;195;113;57,9;2;1,8;98,2;22,5;12,6;5,4;41,4;7,2;4,5;0,9;0,9;0,0;1,8;0,0;0,0;1,8;0,0;0,0;0,9;0,0;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076093;Malk Göhren;1;1;349;212;60,7;1;5;207;33;53;22;67;12;9;x;x;3;3;0;x;4;x;x;1;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076093;Malk Göhren;1;1;349;212;60,7;1;2,4;97,6;15,9;25,6;10,6;32,4;5,8;4,3;x;x;1,4;1,4;0,0;x;1,9;x;x;0,5;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076093;Malk Göhren;1;1;349;212;60,7;2;3;209;28;50;26;69;13;10;2;2;3;3;0;0;1;0;0;2;0;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076093;Malk Göhren;1;1;349;212;60,7;2;1,4;98,6;13,4;23,9;12,4;33,0;6,2;4,8;1,0;1,0;1,4;1,4;0,0;0,0;0,5;0,0;0,0;1,0;0,0;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076094;Malliß;1;1;940;455;48,4;1;7;448;109;88;47;129;22;25;x;x;6;16;0;x;3;x;x;3;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076094;Malliß;1;1;940;455;48,4;1;1,5;98,5;24,3;19,6;10,5;28,8;4,9;5,6;x;x;1,3;3,6;0,0;x;0,7;x;x;0,7;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076094;Malliß;1;1;940;455;48,4;2;8;447;87;79;38;154;28;18;8;6;2;14;0;1;3;0;3;4;1;1;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076094;Malliß;1;1;940;455;48,4;2;1,8;98,2;19,5;17,7;8,5;34,5;6,3;4,0;1,8;1,3;0,4;3,1;0,0;0,2;0,7;0,0;0,7;0,9;0,2;0,2;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076103;Neu Kaliß;2;2;1641;783;47,7;1;21;762;174;123;71;239;84;37;x;x;12;12;1;x;4;x;x;5;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076103;Neu Kaliß;2;2;1641;783;47,7;1;2,7;97,3;22,8;16,1;9,3;31,4;11,0;4,9;x;x;1,6;1,6;0,1;x;0,5;x;x;0,7;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076103;Neu Kaliß;2;2;1641;783;47,7;2;17;766;144;112;71;258;97;38;15;5;5;8;1;1;5;0;0;5;0;1;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076103;Neu Kaliß;2;2;1641;783;47,7;2;2,2;97,8;18,8;14,6;9,3;33,7;12,7;5,0;2,0;0,7;0,7;1,0;0,1;0,1;0,7;0,0;0,0;0,7;0,0;0,1;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076143;Vielank;1;1;1078;496;46,0;1;13;483;123;112;31;148;30;17;x;x;6;7;0;x;8;x;x;1;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076143;Vielank;1;1;1078;496;46,0;1;2,6;97,4;25,5;23,2;6,4;30,6;6,2;3,5;x;x;1,2;1,4;0,0;x;1,7;x;x;0,2;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076143;Vielank;1;1;1078;496;46,0;2;10;486;99;109;27;154;36;22;9;7;2;8;0;0;12;0;0;1;0;0;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076143;Vielank;1;1;1078;496;46,0;2;2,0;98,0;20,4;22,4;5,6;31,7;7,4;4,5;1,9;1,4;0,4;1,6;0,0;0,0;2,5;0,0;0,0;0,2;0,0;0,0;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076754;Briefwahl Dömitz-Malliß;1;1;0;1704;x;1;19;1685;383;234;240;469;130;122;x;x;19;50;7;x;15;x;x;16;x;x;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076754;Briefwahl Dömitz-Malliß;1;1;0;1704;x;1;1,1;98,9;22,7;13,9;14,2;27,8;7,7;7,2;x;x;1,1;3,0;0,4;x;0,9;x;x;0,9;x;x;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076754;Briefwahl Dömitz-Malliß;1;1;0;1704;x;2;13;1691;304;225;219;554;134;111;39;12;17;29;0;1;17;7;1;11;7;3;x
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;12;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;5654;Dömitz-Malliß;13076754;Briefwahl Dömitz-Malliß;1;1;0;1704;x;2;0,8;99,2;18,0;13,3;13,0;32,8;7,9;6,6;2,3;0,7;1,0;1,7;0,0;0,1;1,0;0,4;0,1;0,7;0,4;0,2;x
11.10.2021 09:29:16;A;76;Ludwigslust-Parchim;13;Ludwigslust-Parchim II - Nordwestmecklenburg II - Landkreis Rostock I;5655;Eldenburg Lübz;13076040;Gallin-Kuppentin;1;1;404;221;54,7;1;4;217;44;46;32;79;12;1;x;x;x;3;x;x;0;x;x;x;x;x;0
11.10.2021 09:29:16;P;76;Ludwigslust-Parchim;13;Ludwigslust-Parchim II - Nordwestmecklenburg II - Landkreis Rostock I;5655;Eldenburg Lübz;13076040;Gallin-Kuppentin;1;1;404;221;54,7;1;1,8;98,2;20,3;21,2;14,7;36,4;5,5;0,5;x;x;x;1,4;x;x;0,0;x;x;x;x;x;0,0
