Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 22. September 2002;;;;;;;;;;;;;;;;;;;;;;;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;;;;;;;;;;;;;;;;;;;;;;;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);;;;;;;;;;;;;;;;;;;;;;;
Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;PDS;GRÜNE;FDP;NPD;REP;Schill;Einzelbewerber
A;60;Parchim;6021;Ture;13060033;Herzberg;1;1;343;233;67,9;1;10;223;103;63;41;4;12;x;x;x;x
P;60;Parchim;6021;Ture;13060033;Herzberg;1;1;343;233;67,9;1;4,3;95,7;46,2;28,3;18,4;1,8;5,4;x;x;x;x
A;60;Parchim;6021;Ture;13060033;Herzberg;1;1;343;233;67,9;2;5;228;101;63;34;8;16;3;1;2;x
P;60;Parchim;6021;Ture;13060033;Herzberg;1;1;343;233;67,9;2;2,1;97,9;44,3;27,6;14,9;3,5;7;1,3;0,4;0,9;x
A;60;Parchim;6021;Ture;13060036;Karbow-Vietlübbe;1;1;332;244;73,5;1;21;223;104;67;31;7;14;x;x;x;x
P;60;Parchim;6021;Ture;13060036;Karbow-Vietlübbe;1;1;332;244;73,5;1;8,6;91,4;46,6;30;13,9;3,1;6,3;x;x;x;x
A;60;Parchim;6021;Ture;13060036;Karbow-Vietlübbe;1;1;332;244;73,5;2;21;223;107;70;25;7;13;0;0;1;x
P;60;Parchim;6021;Ture;13060036;Karbow-Vietlübbe;1;1;332;244;73,5;2;8,6;91,4;48;31,4;11,2;3,1;5,8;0;0;0,4;x
A;60;Parchim;6021;Ture;13060041;Kreien;1;1;380;281;73,9;1;12;269;114;101;37;5;12;x;x;x;x
P;60;Parchim;6021;Ture;13060041;Kreien;1;1;380;281;73,9;1;4,3;95,7;42,4;37,5;13,8;1,9;4,5;x;x;x;x
A;60;Parchim;6021;Ture;13060041;Kreien;1;1;380;281;73,9;2;8;273;111;100;29;5;14;2;2;10;x
P;60;Parchim;6021;Ture;13060041;Kreien;1;1;380;281;73,9;2;2,8;97,2;40,7;36,6;10,6;1,8;5,1;0,7;0,7;3,7;x
A;60;Parchim;6021;Ture;13060042;Kritzow;1;1;444;281;63,3;1;13;268;130;80;35;7;16;x;x;x;x
P;60;Parchim;6021;Ture;13060042;Kritzow;1;1;444;281;63,3;1;4,6;95,4;48,5;29,9;13,1;2,6;6;x;x;x;x
A;60;Parchim;6021;Ture;13060042;Kritzow;1;1;444;281;63,3;2;9;272;131;75;34;5;15;4;3;5;x
P;60;Parchim;6021;Ture;13060042;Kritzow;1;1;444;281;63,3;2;3,2;96,8;48,2;27,6;12,5;1,8;5,5;1,5;1,1;1,8;x
A;60;Parchim;6021;Ture;13060050;Lutheran;1;1;272;207;76,1;1;8;199;75;70;37;5;12;x;x;x;x
P;60;Parchim;6021;Ture;13060050;Lutheran;1;1;272;207;76,1;1;3,9;96,1;37,7;35,2;18,6;2,5;6;x;x;x;x
A;60;Parchim;6021;Ture;13060050;Lutheran;1;1;272;207;76,1;2;2;205;77;69;33;7;15;1;0;3;x
P;60;Parchim;6021;Ture;13060050;Lutheran;1;1;272;207;76,1;2;1;99;37,6;33,7;16,1;3,4;7,3;0,5;0;1,5;x
A;60;Parchim;6021;Ture;13060057;Passow;1;1;639;405;63,4;1;8;397;183;123;50;10;31;x;x;x;x
P;60;Parchim;6021;Ture;13060057;Passow;1;1;639;405;63,4;1;2;98;46,1;31;12,6;2,5;7,8;x;x;x;x
A;60;Parchim;6021;Ture;13060057;Passow;1;1;639;405;63,4;2;10;395;173;116;54;13;25;2;0;12;x
P;60;Parchim;6021;Ture;13060057;Passow;1;1;639;405;63,4;2;2,5;97,5;43,8;29,4;13,7;3,3;6,3;0,5;0;3;x
A;60;Parchim;6021;Ture;13060081;Wahlstorf;1;1;137;97;70,8;1;8;89;29;41;12;1;6;x;x;x;x
P;60;Parchim;6021;Ture;13060081;Wahlstorf;1;1;137;97;70,8;1;8,2;91,8;32,6;46,1;13,5;1,1;6,7;x;x;x;x
A;60;Parchim;6021;Ture;13060081;Wahlstorf;1;1;137;97;70,8;2;6;91;28;39;10;1;6;0;1;6;x
P;60;Parchim;6021;Ture;13060081;Wahlstorf;1;1;137;97;70,8;2;6,2;93,8;30,8;42,9;11;1,1;6,6;0;1,1;6,6;x
A;60;Parchim;6021;Ture;13060086;Werder;1;1;397;258;65;1;11;247;90;113;26;5;13;x;x;x;x
P;60;Parchim;6021;Ture;13060086;Werder;1;1;397;258;65;1;4,3;95,7;36,4;45,7;10,5;2;5,3;x;x;x;x
A;60;Parchim;6021;Ture;13060086;Werder;1;1;397;258;65;2;5;253;88;107;31;6;16;0;2;3;x
P;60;Parchim;6021;Ture;13060086;Werder;1;1;397;258;65;2;1,9;98,1;34,8;42,3;12,3;2,4;6,3;0;0,8;1,2;x
A;60;Parchim;6021;Ture;13060093;Gallin-Kuppentin;1;1;509;365;71,7;1;11;354;186;88;53;7;20;x;x;x;x
P;60;Parchim;6021;Ture;13060093;Gallin-Kuppentin;1;1;509;365;71,7;1;3;97;52,5;24,9;15;2;5,6;x;x;x;x
A;60;Parchim;6021;Ture;13060093;Gallin-Kuppentin;1;1;509;365;71,7;2;14;351;175;80;56;9;22;1;1;7;x
P;60;Parchim;6021;Ture;13060093;Gallin-Kuppentin;1;1;509;365;71,7;2;3,8;96,2;49,9;22,8;16;2,6;6,3;0,3;0,3;2;x
A;60;Parchim;6021;Ture;13060721;Briefwahl Ture;1;1;0;168;0;1;1;167;71;62;19;6;9;x;x;x;x
P;60;Parchim;6021;Ture;13060721;Briefwahl Ture;1;1;0;168;0;1;0,6;99,4;42,5;37,1;11,4;3,6;5,4;x;x;x;x
A;60;Parchim;6021;Ture;13060721;Briefwahl Ture;1;1;0;168;0;2;0;168;66;56;21;10;12;0;0;3;x
P;60;Parchim;6021;Ture;13060721;Briefwahl Ture;1;1;0;168;0;2;0;100;39,3;33,3;12,5;6;7,1;0;0;1,8;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060005;Borkow;1;1;437;281;64,3;1;11;270;151;65;47;2;5;x;x;x;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060005;Borkow;1;1;437;281;64,3;1;3,9;96,1;55,9;24,1;17,4;0,7;1,9;x;x;x;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060005;Borkow;1;1;437;281;64,3;2;11;270;136;72;51;4;3;1;0;3;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060005;Borkow;1;1;437;281;64,3;2;3,9;96,1;50,4;26,7;18,9;1,5;1,1;0,4;0;1,1;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060011;Dabel;2;2;1480;963;65,1;1;34;929;384;298;177;22;48;x;x;x;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060011;Dabel;2;2;1480;963;65,1;1;3,5;96,5;41,3;32,1;19,1;2,4;5,2;x;x;x;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060011;Dabel;2;2;1480;963;65,1;2;26;937;365;291;178;22;58;6;1;16;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060011;Dabel;2;2;1480;963;65,1;2;2,7;97,3;39;31,1;19;2,3;6,2;0,6;0,1;1,7;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060031;Groß Görnow;1;1;194;117;60,3;1;2;115;59;25;22;1;8;x;x;x;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060031;Groß Görnow;1;1;194;117;60,3;1;1,7;98,3;51,3;21,7;19,1;0,9;7;x;x;x;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060031;Groß Görnow;1;1;194;117;60,3;2;3;114;56;24;18;8;5;1;0;2;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060031;Groß Görnow;1;1;194;117;60,3;2;2,6;97,4;49,1;21,1;15,8;7;4,4;0,9;0;1,8;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060035;Hohen Pritz;1;1;357;213;59,7;1;8;205;92;74;32;4;3;x;x;x;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060035;Hohen Pritz;1;1;357;213;59,7;1;3,8;96,2;44,9;36,1;15,6;2;1,5;x;x;x;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060035;Hohen Pritz;1;1;357;213;59,7;2;6;207;89;73;29;5;6;1;0;4;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060035;Hohen Pritz;1;1;357;213;59,7;2;2,8;97,2;43;35,3;14;2,4;2,9;0,5;0;1,9;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060040;Kobrow;1;1;402;227;56,5;1;8;219;90;73;50;1;5;x;x;x;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060040;Kobrow;1;1;402;227;56,5;1;3,5;96,5;41,1;33,3;22,8;0,5;2,3;x;x;x;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060040;Kobrow;1;1;402;227;56,5;2;11;216;77;67;45;8;13;2;0;4;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060040;Kobrow;1;1;402;227;56,5;2;4,8;95,2;35,6;31;20,8;3,7;6;0,9;0;1,9;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060054;Mustin;1;1;428;275;64,3;1;13;262;138;67;38;7;12;x;x;x;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060054;Mustin;1;1;428;275;64,3;1;4,7;95,3;52,7;25,6;14,5;2,7;4,6;x;x;x;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060054;Mustin;1;1;428;275;64,3;2;10;265;129;71;35;9;13;2;3;3;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060054;Mustin;1;1;428;275;64,3;2;3,6;96,4;48,7;26,8;13,2;3,4;4,9;0,8;1,1;1,1;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060073;Sternberg, Stadt;6;6;3949;2386;60,4;1;75;2311;1115;639;405;48;104;x;x;x;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060073;Sternberg, Stadt;6;6;3949;2386;60,4;1;3,1;96,9;48,2;27,7;17,5;2,1;4,5;x;x;x;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060073;Sternberg, Stadt;6;6;3949;2386;60,4;2;54;2332;1064;636;418;55;113;10;3;33;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060073;Sternberg, Stadt;6;6;3949;2386;60,4;2;2,3;97,7;45,6;27,3;17,9;2,4;4,8;0,4;0,1;1,4;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060088;Witzin;1;1;455;301;66,2;1;8;293;116;121;36;6;14;x;x;x;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060088;Witzin;1;1;455;301;66,2;1;2,7;97,3;39,6;41,3;12,3;2;4,8;x;x;x;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060088;Witzin;1;1;455;301;66,2;2;2;299;115;117;31;10;17;2;3;4;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060088;Witzin;1;1;455;301;66,2;2;0,7;99,3;38,5;39,1;10,4;3,3;5,7;0,7;1;1,3;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060722;Briefwahl Sternberg-Land;1;1;0;596;0;1;9;587;259;151;127;20;30;x;x;x;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060722;Briefwahl Sternberg-Land;1;1;0;596;0;1;1,5;98,5;44,1;25,7;21,6;3,4;5,1;x;x;x;x
A;60;Parchim;6022;Sternberger Seenlandschaft;13060722;Briefwahl Sternberg-Land;1;1;0;596;0;2;7;589;238;152;133;23;36;0;0;7;x
P;60;Parchim;6022;Sternberger Seenlandschaft;13060722;Briefwahl Sternberg-Land;1;1;0;596;0;2;1,2;98,8;40,4;25,8;22,6;3,9;6,1;0;0;1,2;x
A;61;Rügen;6101;Bergen auf Rügen, Stadt;13061004;Bergen auf Rügen, Stadt;11;11;12218;7578;62;1;178;7400;2515;3020;1336;128;261;x;x;140;x
P;61;Rügen;6101;Bergen auf Rügen, Stadt;13061004;Bergen auf Rügen, Stadt;11;11;12218;7578;62;1;2,3;97,7;34;40,8;18,1;1,7;3,5;x;x;1,9;x
A;61;Rügen;6101;Bergen auf Rügen, Stadt;13061004;Bergen auf Rügen, Stadt;11;11;12218;7578;62;2;188;7390;2674;2635;1335;177;349;67;19;134;x
P;61;Rügen;6101;Bergen auf Rügen, Stadt;13061004;Bergen auf Rügen, Stadt;11;11;12218;7578;62;2;2,5;97,5;36,2;35,7;18,1;2,4;4,7;0,9;0,3;1,8;x
A;61;Rügen;6102;Binz;13061005;Binz;7;7;4564;3110;68,1;1;62;3048;932;1291;622;55;108;x;x;40;x
P;61;Rügen;6102;Binz;13061005;Binz;7;7;4564;3110;68,1;1;2;98;30,6;42,4;20,4;1,8;3,5;x;x;1,3;x
A;61;Rügen;6102;Binz;13061005;Binz;7;7;4564;3110;68,1;2;68;3042;1043;1117;593;72;139;11;10;57;x
P;61;Rügen;6102;Binz;13061005;Binz;7;7;4564;3110;68,1;2;2,2;97,8;34,3;36,7;19,5;2,4;4,6;0,4;0,3;1,9;x
A;61;Rügen;6103;Putbus, Stadt;13061028;Putbus, Stadt;5;5;3922;2635;67,2;1;76;2559;833;1093;401;74;117;x;x;41;x
P;61;Rügen;6103;Putbus, Stadt;13061028;Putbus, Stadt;5;5;3922;2635;67,2;1;2,9;97,1;32,6;42,7;15,7;2,9;4,6;x;x;1,6;x
A;61;Rügen;6103;Putbus, Stadt;13061028;Putbus, Stadt;5;5;3922;2635;67,2;2;68;2567;883;932;396;119;154;6;3;74;x
P;61;Rügen;6103;Putbus, Stadt;13061028;Putbus, Stadt;5;5;3922;2635;67,2;2;2,6;97,4;34,4;36,3;15,4;4,6;6;0,2;0,1;2,9;x
A;61;Rügen;6104;Sassnitz, Stadt;13061035;Sassnitz, Stadt;7;7;9341;6060;64,9;1;149;5911;1874;2261;1367;88;227;x;x;94;x
P;61;Rügen;6104;Sassnitz, Stadt;13061035;Sassnitz, Stadt;7;7;9341;6060;64,9;1;2,5;97,5;31,7;38,3;23,1;1,5;3,8;x;x;1,6;x
A;61;Rügen;6104;Sassnitz, Stadt;13061035;Sassnitz, Stadt;7;7;9341;6060;64,9;2;137;5923;2071;1947;1292;117;292;55;19;130;x
P;61;Rügen;6104;Sassnitz, Stadt;13061035;Sassnitz, Stadt;7;7;9341;6060;64,9;2;2,3;97,7;35;32,9;21,8;2;4,9;0,9;0,3;2,2;x
A;61;Rügen;6105;Insel Hiddensee;13061017;Insel Hiddensee;3;3;994;741;74,5;1;27;714;323;260;77;27;19;x;x;8;x
P;61;Rügen;6105;Insel Hiddensee;13061017;Insel Hiddensee;3;3;994;741;74,5;1;3,6;96,4;45,2;36,4;10,8;3,8;2,7;x;x;1,1;x
A;61;Rügen;6105;Insel Hiddensee;13061017;Insel Hiddensee;3;3;994;741;74,5;2;23;718;344;217;71;38;30;3;3;12;x
P;61;Rügen;6105;Insel Hiddensee;13061017;Insel Hiddensee;3;3;994;741;74,5;2;3,1;96,9;47,9;30,2;9,9;5,3;4,2;0,4;0,4;1,7;x
A;61;Rügen;6111;Bergen-Land;13061007;Buschvitz;1;1;202;115;56,9;1;7;108;31;38;29;2;6;x;x;2;x
P;61;Rügen;6111;Bergen-Land;13061007;Buschvitz;1;1;202;115;56,9;1;6,1;93,9;28,7;35,2;26,9;1,9;5,6;x;x;1,9;x
A;61;Rügen;6111;Bergen-Land;13061007;Buschvitz;1;1;202;115;56,9;2;6;109;33;34;26;2;9;2;0;3;x
P;61;Rügen;6111;Bergen-Land;13061007;Buschvitz;1;1;202;115;56,9;2;5,2;94,8;30,3;31,2;23,9;1,8;8,3;1,8;0;2,8;x
A;61;Rügen;6111;Bergen-Land;13061021;Lietzow;1;1;239;149;62,3;1;1;148;50;55;24;7;7;x;x;5;x
P;61;Rügen;6111;Bergen-Land;13061021;Lietzow;1;1;239;149;62,3;1;0,7;99,3;33,8;37,2;16,2;4,7;4,7;x;x;3,4;x
A;61;Rügen;6111;Bergen-Land;13061021;Lietzow;1;1;239;149;62,3;2;3;146;52;46;26;7;5;3;1;6;x
P;61;Rügen;6111;Bergen-Land;13061021;Lietzow;1;1;239;149;62,3;2;2;98;35,6;31,5;17,8;4,8;3,4;2,1;0,7;4,1;x
A;61;Rügen;6111;Bergen-Land;13061025;Parchtitz;1;1;641;401;62,6;1;5;396;135;171;65;3;17;x;x;5;x
P;61;Rügen;6111;Bergen-Land;13061025;Parchtitz;1;1;641;401;62,6;1;1,2;98,8;34,1;43,2;16,4;0,8;4,3;x;x;1,3;x
A;61;Rügen;6111;Bergen-Land;13061025;Parchtitz;1;1;641;401;62,6;2;8;393;141;150;67;5;25;0;2;3;x
P;61;Rügen;6111;Bergen-Land;13061025;Parchtitz;1;1;641;401;62,6;2;2;98;35,9;38,2;17;1,3;6,4;0;0,5;0,8;x
A;61;Rügen;6111;Bergen-Land;13061026;Patzig;1;1;402;249;61,9;1;10;239;60;130;20;10;17;x;x;2;x
P;61;Rügen;6111;Bergen-Land;13061026;Patzig;1;1;402;249;61,9;1;4;96;25,1;54,4;8,4;4,2;7,1;x;x;0,8;x
A;61;Rügen;6111;Bergen-Land;13061026;Patzig;1;1;402;249;61,9;2;10;239;71;113;23;11;15;2;0;4;x
P;61;Rügen;6111;Bergen-Land;13061026;Patzig;1;1;402;249;61,9;2;4;96;29,7;47,3;9,6;4,6;6,3;0,8;0;1,7;x
A;61;Rügen;6111;Bergen-Land;13061030;Ralswiek;1;1;216;131;60,6;1;8;123;37;61;16;0;7;x;x;2;x
P;61;Rügen;6111;Bergen-Land;13061030;Ralswiek;1;1;216;131;60,6;1;6,1;93,9;30,1;49,6;13;0;5,7;x;x;1,6;x
A;61;Rügen;6111;Bergen-Land;13061030;Ralswiek;1;1;216;131;60,6;2;7;124;40;51;16;4;8;1;0;4;x
P;61;Rügen;6111;Bergen-Land;13061030;Ralswiek;1;1;216;131;60,6;2;5,3;94,7;32,3;41,1;12,9;3,2;6,5;0,8;0;3,2;x
A;61;Rügen;6111;Bergen-Land;13061032;Rappin;1;1;332;171;51,5;1;5;166;50;78;19;5;12;x;x;2;x
P;61;Rügen;6111;Bergen-Land;13061032;Rappin;1;1;332;171;51,5;1;2,9;97,1;30,1;47;11,4;3;7,2;x;x;1,2;x
A;61;Rügen;6111;Bergen-Land;13061032;Rappin;1;1;332;171;51,5;2;4;167;51;68;24;7;12;3;0;2;x
P;61;Rügen;6111;Bergen-Land;13061032;Rappin;1;1;332;171;51,5;2;2,3;97,7;30,5;40,7;14,4;4,2;7,2;1,8;0;1,2;x
A;61;Rügen;6111;Bergen-Land;13061037;Sehlen;1;1;799;511;64;1;8;503;126;252;94;9;17;x;x;5;x
P;61;Rügen;6111;Bergen-Land;13061037;Sehlen;1;1;799;511;64;1;1,6;98,4;25;50,1;18,7;1,8;3,4;x;x;1;x
A;61;Rügen;6111;Bergen-Land;13061037;Sehlen;1;1;799;511;64;2;16;495;133;227;92;11;26;0;0;6;x
P;61;Rügen;6111;Bergen-Land;13061037;Sehlen;1;1;799;511;64;2;3,1;96,9;26,9;45,9;18,6;2,2;5,3;0;0;1,2;x
A;61;Rügen;6111;Bergen-Land;13061039;Thesenvitz;1;1;333;226;67,9;1;6;220;55;122;30;0;10;x;x;3;x
P;61;Rügen;6111;Bergen-Land;13061039;Thesenvitz;1;1;333;226;67,9;1;2,7;97,3;25;55,5;13,6;0;4,5;x;x;1,4;x
A;61;Rügen;6111;Bergen-Land;13061039;Thesenvitz;1;1;333;226;67,9;2;7;219;55;111;35;1;13;0;0;4;x
P;61;Rügen;6111;Bergen-Land;13061039;Thesenvitz;1;1;333;226;67,9;2;3,1;96,9;25,1;50,7;16;0,5;5,9;0;0;1,8;x
A;61;Rügen;6111;Bergen-Land;13061044;Zirkow;1;1;583;293;50,3;1;5;288;86;136;51;3;8;x;x;4;x
P;61;Rügen;6111;Bergen-Land;13061044;Zirkow;1;1;583;293;50,3;1;1,7;98,3;29,9;47,2;17,7;1;2,8;x;x;1,4;x
A;61;Rügen;6111;Bergen-Land;13061044;Zirkow;1;1;583;293;50,3;2;4;289;85;124;52;9;11;3;1;4;x
P;61;Rügen;6111;Bergen-Land;13061044;Zirkow;1;1;583;293;50,3;2;1,4;98,6;29,4;42,9;18;3,1;3,8;1;0,3;1,4;x
A;61;Rügen;6111;Bergen-Land;13061711;Briefwahl Bergen-Land;1;1;0;232;0;1;5;227;57;110;40;6;11;x;x;3;x
P;61;Rügen;6111;Bergen-Land;13061711;Briefwahl Bergen-Land;1;1;0;232;0;1;2,2;97,8;25,1;48,5;17,6;2,6;4,8;x;x;1,3;x
A;61;Rügen;6111;Bergen-Land;13061711;Briefwahl Bergen-Land;1;1;0;232;0;2;5;227;64;91;40;7;22;0;1;2;x
P;61;Rügen;6111;Bergen-Land;13061711;Briefwahl Bergen-Land;1;1;0;232;0;2;2,2;97,8;28,2;40,1;17,6;3,1;9,7;0;0,4;0,9;x
A;61;Rügen;6112;Garz;13061011;Garz/Rügen, Stadt;3;3;1642;984;59,9;1;21;963;344;403;142;7;50;x;x;17;x
P;61;Rügen;6112;Garz;13061011;Garz/Rügen, Stadt;3;3;1642;984;59,9;1;2,1;97,9;35,7;41,8;14,7;0,7;5,2;x;x;1,8;x
A;61;Rügen;6112;Garz;13061011;Garz/Rügen, Stadt;3;3;1642;984;59,9;2;23;961;360;365;135;17;51;2;5;26;x
P;61;Rügen;6112;Garz;13061011;Garz/Rügen, Stadt;3;3;1642;984;59,9;2;2,3;97,7;37,5;38;14;1,8;5,3;0,2;0,5;2,7;x
A;61;Rügen;6112;Garz;13061016;Gustow;1;1;529;343;64,8;1;14;329;107;137;57;10;13;x;x;5;x
P;61;Rügen;6112;Garz;13061016;Gustow;1;1;529;343;64,8;1;4,1;95,9;32,5;41,6;17,3;3;4;x;x;1,5;x
A;61;Rügen;6112;Garz;13061016;Gustow;1;1;529;343;64,8;2;11;332;107;125;59;11;21;2;1;6;x
P;61;Rügen;6112;Garz;13061016;Gustow;1;1;529;343;64,8;2;3,2;96,8;32,2;37,7;17,8;3,3;6,3;0,6;0,3;1,8;x
A;61;Rügen;6112;Garz;13061018;Karnitz;1;1;172;105;61;1;1;104;19;65;9;2;4;x;x;5;x
P;61;Rügen;6112;Garz;13061018;Karnitz;1;1;172;105;61;1;1;99;18,3;62,5;8,7;1,9;3,8;x;x;4,8;x
A;61;Rügen;6112;Garz;13061018;Karnitz;1;1;172;105;61;2;4;101;21;62;8;2;4;1;0;3;x
P;61;Rügen;6112;Garz;13061018;Karnitz;1;1;172;105;61;2;3,8;96,2;20,8;61,4;7,9;2;4;1;0;3;x
A;61;Rügen;6112;Garz;13061027;Poseritz;1;1;972;570;58,6;1;25;545;136;251;108;11;31;x;x;8;x
P;61;Rügen;6112;Garz;13061027;Poseritz;1;1;972;570;58,6;1;4,4;95,6;25;46,1;19,8;2;5,7;x;x;1,5;x
A;61;Rügen;6112;Garz;13061027;Poseritz;1;1;972;570;58,6;2;36;534;145;223;103;15;35;2;0;11;x
P;61;Rügen;6112;Garz;13061027;Poseritz;1;1;972;570;58,6;2;6,3;93,7;27,2;41,8;19,3;2,8;6,6;0,4;0;2,1;x
A;61;Rügen;6112;Garz;13061045;Zudar;1;1;419;266;63,5;1;7;259;78;126;37;3;12;x;x;3;x
P;61;Rügen;6112;Garz;13061045;Zudar;1;1;419;266;63,5;1;2,6;97,4;30,1;48,6;14,3;1,2;4,6;x;x;1,2;x
A;61;Rügen;6112;Garz;13061045;Zudar;1;1;419;266;63,5;2;10;256;75;116;43;8;6;3;3;2;x
P;61;Rügen;6112;Garz;13061045;Zudar;1;1;419;266;63,5;2;3,8;96,2;29,3;45,3;16,8;3,1;2,3;1,2;1,2;0,8;x
A;61;Rügen;6112;Garz;13061712;Briefwahl Garz;1;1;0;154;0;1;0;154;41;77;24;7;4;x;x;1;x
P;61;Rügen;6112;Garz;13061712;Briefwahl Garz;1;1;0;154;0;1;0;100;26,6;50;15,6;4,5;2,6;x;x;0,6;x
A;61;Rügen;6112;Garz;13061712;Briefwahl Garz;1;1;0;154;0;2;0;154;50;68;18;8;7;0;0;3;x
P;61;Rügen;6112;Garz;13061712;Briefwahl Garz;1;1;0;154;0;2;0;100;32,5;44,2;11,7;5,2;4,5;0;0;1,9;x
A;61;Rügen;6113;Gingst;13061012;Gingst;1;1;1294;724;56;1;21;703;222;317;97;16;39;x;x;12;x
P;61;Rügen;6113;Gingst;13061012;Gingst;1;1;1294;724;56;1;2,9;97,1;31,6;45,1;13,8;2,3;5,5;x;x;1,7;x
A;61;Rügen;6113;Gingst;13061012;Gingst;1;1;1294;724;56;2;24;700;232;278;104;19;42;7;5;13;x
P;61;Rügen;6113;Gingst;13061012;Gingst;1;1;1294;724;56;2;3,3;96,7;33,1;39,7;14,9;2,7;6;1;0,7;1,9;x
A;61;Rügen;6113;Gingst;13061019;Kluis;1;1;306;193;63,1;1;5;188;57;92;28;4;6;x;x;1;x
P;61;Rügen;6113;Gingst;13061019;Kluis;1;1;306;193;63,1;1;2,6;97,4;30,3;48,9;14,9;2,1;3,2;x;x;0,5;x
A;61;Rügen;6113;Gingst;13061019;Kluis;1;1;306;193;63,1;2;4;189;57;70;30;7;22;1;0;2;x
P;61;Rügen;6113;Gingst;13061019;Kluis;1;1;306;193;63,1;2;2,1;97,9;30,2;37;15,9;3,7;11,6;0,5;0;1,1;x
A;61;Rügen;6113;Gingst;13061024;Neuenkirchen;1;1;353;206;58,4;1;3;203;38;112;26;12;11;x;x;4;x
P;61;Rügen;6113;Gingst;13061024;Neuenkirchen;1;1;353;206;58,4;1;1,5;98,5;18,7;55,2;12,8;5,9;5,4;x;x;2;x
A;61;Rügen;6113;Gingst;13061024;Neuenkirchen;1;1;353;206;58,4;2;5;201;38;104;24;13;16;1;0;5;x
P;61;Rügen;6113;Gingst;13061024;Neuenkirchen;1;1;353;206;58,4;2;2,4;97,6;18,9;51,7;11,9;6,5;8;0,5;0;2,5;x
A;61;Rügen;6113;Gingst;13061036;Schaprode;1;1;449;313;69,7;1;16;297;85;170;16;6;15;x;x;5;x
P;61;Rügen;6113;Gingst;13061036;Schaprode;1;1;449;313;69,7;1;5,1;94,9;28,6;57,2;5,4;2;5,1;x;x;1,7;x
A;61;Rügen;6113;Gingst;13061036;Schaprode;1;1;449;313;69,7;2;16;297;92;151;24;4;18;4;0;4;x
P;61;Rügen;6113;Gingst;13061036;Schaprode;1;1;449;313;69,7;2;5,1;94,9;31;50,8;8,1;1,3;6,1;1,3;0;1,3;x
A;61;Rügen;6113;Gingst;13061041;Trent;1;1;736;373;50,7;1;7;366;103;177;49;5;23;x;x;9;x
P;61;Rügen;6113;Gingst;13061041;Trent;1;1;736;373;50,7;1;1,9;98,1;28,1;48,4;13,4;1,4;6,3;x;x;2,5;x
A;61;Rügen;6113;Gingst;13061041;Trent;1;1;736;373;50,7;2;14;359;98;167;50;6;26;3;2;7;x
P;61;Rügen;6113;Gingst;13061041;Trent;1;1;736;373;50,7;2;3,8;96,2;27,3;46,5;13,9;1,7;7,2;0,8;0,6;1,9;x
A;61;Rügen;6113;Gingst;13061042;Ummanz;1;1;572;322;56,3;1;11;311;112;123;54;5;11;x;x;6;x
